DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAOFFSHORE,PARTBHCAONSHORE,PARTBHCATOTAL,PARTCONNG,PARTCONPG,PARTCONSG,PARTCONHG,PARTCONLFG,PARTCONOG,PARTCOFFNG,PARTCOFFPG,PARTCOFFSG,PARTCOFFHG,PARTCOFFLFG,PARTCOFFOG,PARTCOGNAME,PARTCCHECK,PARTDTONCPB,PARTDTONCPC,PARTDTONCUB,PARTDTONCUC,PARTDTONCI,PARTDTONWI,PARTDTONP,PARTDTONC,PARTDTONO,PARTDTONTOTAL,PARTDTOFFCPB,PARTDTOFFCPC,PARTDTOFFCUB,PARTDTOFFCUC,PARTDTOFFCI,PARTDTOFFWI,PARTDTOFFP,PARTDTOFFC,PARTDTOFFO,PARTDTOFFTOTAL,PARTDTCPBTOTAL,PARTDTCPCTOTAL,PARTDTCUBTOTAL,PARTDTCUCTOTAL,PARTDTCITOTAL,PARTDTWITOTAL,PARTDTPTOTAL,PARTDTCTOTAL,PARTDTOTOTAL,PARTDTTOTAL,PARTDGONTACPB,PARTDGONTACPC,PARTDGONTACUB,PARTDGONTACUC,PARTDGONTACI,PARTDGONTAWI,PARTDGONTAP,PARTDGONTAC,PARTDGONTAO,PARTDGONATOTAL,PARTDGONTBCPB,PARTDGONTBCPC,PARTDGONTBCUB,PARTDGONTBCUC,PARTDGONTBCI,PARTDGONTBWI,PARTDGONTBP,PARTDGONTBC,PARTDGONTBO,PARTDGONBTOTAL,PARTDGOFFCPB,PARTDGOFFCPC,PARTDGOFFCUB,PARTDGOFFCUC,PARTDGOFFCI,PARTDGOFFWI,PARTDGOFFP,PARTDGOFFC,PARTDGOFFO,PARTDGOFFTOTAL,PARTDGCPBTOTAL,PARTDGCPCTOTAL,PARTDGCUBTOTAL,PARTDGCUCTOTAL,PARTDGCITOTAL,PARTDGWITOTAL,PARTDGPTOTAL,PARTDGCTOTAL,PARTDGOTOTAL,PARTDGTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCITOTAL,PARTDWITOTAL,PARTDPTOTAL,PARTDCTOTAL,PARTDOTOTAL,PARTDTOTALMILES,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
03/01/22,2017,20186668,35075,17090,RATON GAS TRANSMISSION CO,223 N GUADALUPE ST #306,SANTA FE,NM,87501,Natural Gas,"COLORADO, NEW MEXICO",,0,0,0,1010.332,,,,,,,,,,,,,No,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,SUPPLEMENTAL,3/4/2018,8/8/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20186651,33831,17540,ROANOKE GAS CO,519 KIMBALL AVE,ROANOKE,VA,24016,Natural Gas,,VIRGINIA,0,2.24,2.24,,,,,,,,,,,,,,Yes,0,65.9,0,0,0,0,0,0,0,65.9,0,0,0,0,0,0,0,0,0,0,0,65.9,0,0,0,0,0,0,0,65.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.9,0,0,0,0,0,0,0,65.9,INITIAL,3/2/2018,3/2/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20187443,34683,17570,ROCHESTER GAS & ELECTRIC CORP,89 EAST AVENUE,ROCHESTER,NY,14649,Natural Gas,,NEW YORK,0,10.3,10.3,,,,,,,,,,,,,,Yes,0,105,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,105,INITIAL,3/15/2018,3/15/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20187417,34657,17620,ROCKY MOUNTAIN NATURAL GAS CO INC,1102 E. 1ST STREET,PAPILLION,NE,68046,Natural Gas,,COLORADO,0,10.007,10.007,12.806,,,,,,,,,,,,,No,0,517.96,0,0,0,0,0,0,0,517.96,0,0,0,0,0,0,0,0,0,0,0,517.96,0,0,0,0,0,0,0,517.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.96,0,0,0,0,0,0,0,517.96,INITIAL,3/15/2018,3/15/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20186428,33585,17681,ROSEBURG FOREST PRODUCTS CO,3660 GATEWAY STREET,SPRINGFIELD,OR,97477,Natural Gas,,OREGON,0,0.86,0.86,408.6,,,,,,,,,,,,,No,0,2.86,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,2.86,INITIAL,2/8/2018,2/8/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20187212,34439,18084,ST LAWRENCE GAS CO INC,33 STEARNS STREET,MASSENA,NY,13662,Natural Gas,,NEW YORK,0,1.66,1.66,,,,,,,,,,,,,,Yes,0,76.65,0,0,0,0,0,0,0,76.65,0,0,0,0,0,0,0,0,0,0,0,76.65,0,0,0,0,0,0,0,76.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.65,0,0,0,0,0,0,0,76.65,INITIAL,3/14/2018,3/14/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20186758,33949,18104,CPS ENERGY,145 NAVARRO STREET,SAN ANTONIO,TX,78205,Natural Gas,,TEXAS,0,13.24,13.24,,,,,,,,,,,,,,No,0,88.94,0,0,0,0,0,0,0,88.94,0,0,0,0,0,0,0,0,0,0,0,88.94,0,0,0,0,0,0,0,88.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.94,0,0,0,0,0,0,0,88.94,INITIAL,3/7/2018,3/7/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20187511,34769,18112,SAN DIEGO GAS & ELECTRIC CO,8326 CENTURY PARK COURT,SAN DIEGO,CA,92123,Natural Gas,,CALIFORNIA,0,191,191,,,,,,,,,,,,,,Yes,0,234,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,234,INITIAL,3/15/2018,3/15/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20187097,34314,18152,SEA ROBIN PIPELINE CO,800 E. SONTERRA BLVD. #400,SAN ANTONIO,TX,78258,Natural Gas,"LOUISIANA, OCS-Gulf of Mexico",,0,0,0,1864706,,,,,,69289469,,,,,,,No,0,175.1,0,0,0,0,0,0,0,175.1,0,639.04,0,0,0,0,0,0,0,639.04,0,814.14,0,0,0,0,0,0,0,814.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814.14,0,0,0,0,0,0,0,814.14,INITIAL,3/13/2018,3/13/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20187164,34383,18156,SEADRIFT PIPELINE CORP,1000 COUNTY ROAD 340,ANGLETON,TX,77515,Natural Gas,,TEXAS,0,0,0,9948,0,0,0,0,0,,,,,,,,No,0,74.65,0,0,0,0,0,0,0,74.65,0,0,0,0,0,0,0,0,0,0,0,74.65,0,0,0,0,0,0,0,74.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.65,0,0,0,0,0,0,0,74.65,INITIAL,3/13/2018,3/13/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20187169,34388,18156,SEADRIFT PIPELINE CORP,1000 COUNTY ROAD 340,ANGLETON,TX,77515,Other Gas-Ethylene,,TEXAS,0,4.5,4.5,0,0,0,0,0,10792,,,,,,,Ethylene,No,0,163.24,0,0,0,0,0,0,0,163.24,0,0,0,0,0,0,0,0,0,0,0,163.24,0,0,0,0,0,0,0,163.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.24,0,0,0,0,0,0,0,163.24,INITIAL,3/13/2018,3/13/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20186355,33493,18201,SENECA RESOURCES CORP,4800 CORPORATE CT,BAKERSFIELD,CA,93311,Natural Gas,,CALIFORNIA,0,0,0,333,,,,,,,,,,,,,No,0,3.7,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,5.7,0,9.4,0,0,0,0,0,0,0,9.4,INITIAL,1/23/2018,1/23/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20187117,34334,18273,SHELL PIPELINE CORP,150 NORTH DAIRY ASHFORD ROAD WCK BLDG. A,HOUSTON,TX,77079,Natural Gas,OCS-Gulf of Mexico,,0,0,0,,,,,,,,,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.66,0,0,0,0,0,0,0,373.66,0,373.66,0,0,0,0,0,0,0,373.66,0,373.66,0,0,0,0,0,0,0,373.66,INITIAL,3/13/2018,3/13/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20187118,34335,18273,SHELL PIPELINE CORP,150 NORTH DAIRY ASHFORD ROAD WCK BLDG. A,HOUSTON,TX,77079,Other Gas-Dry Gas,,"LOUISIANA, TEXAS",0,32.81,32.81,,,,,,41266,,,,,,,Dry Gas,No,0,106.45,0,0,0,0,0,0,0,106.45,0,0,0,0,0,0,0,0,0,0,0,106.45,0,0,0,0,0,0,0,106.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.45,0,0,0,0,0,0,0,106.45,INITIAL,3/13/2018,3/13/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20186733,33923,18308,NV Energy,PO BOX 10100,RENO,NV,89520-0024,Natural Gas,,NEVADA,0,8.078,8.078,,,,,,,,,,,,,,Yes,0,8.227,0,0,0,0,0,0,0,8.227,0,0,0,0,0,0,0,0,0,0,0,8.227,0,0,0,0,0,0,0,8.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.227,0,0,0,0,0,0,0,8.227,INITIAL,3/6/2018,3/6/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20186452,33614,18336,SIOUX CENTER MUNICIPAL GAS UTILITY,335 1ST AVENUE NW,SIOUX CENTER,IA,51250,Natural Gas,,IOWA,0,0,0,,,,,,,,,,,,,,No,0,4.72,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,4.72,INITIAL,2/12/2018,2/12/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20187404,35853,18380,SOCORRO NATURAL GAS CO,"111 SCHOOL OF MINES RD, PO BOX K",SOCORRO,NM,87801,Natural Gas,,NEW MEXICO,0,0,0,,,,,,,,,,,,,,Yes,0,38,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,38,SUPPLEMENTAL,3/15/2018,3/11/2019,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20186675,33858,18388,SOMERSET GAS SERVICE,306 E. MT. VERNON ST. PO BOX 989,SOMERSET,KY,42501,Natural Gas,,KENTUCKY,0,1.07,1.07,1535.4,,,,,,,,,,,,,No,0,53.78,0,0,0,0,0,0,0,53.78,0,0,0,0,0,0,0,0,0,0,0,53.78,0,0,0,0,0,0,0,53.78,0,92.69,0,0,0,0,0,0,0,92.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.69,0,0,0,0,0,0,0,92.69,0,146.47,0,0,0,0,0,0,0,146.47,INITIAL,3/5/2018,3/5/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20187024,34979,18408,SOUTH CAROLINA ELECTRIC & GAS CO,220 OPERATION WAY SCANA MAIL CODE J48,CAYCE,SC,29033,Natural Gas,,SOUTH CAROLINA,0,34.4,34.4,,,,,,,,,,,,,,Yes,0,453,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,453,SUPPLEMENTAL,3/12/2018,6/12/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20186593,33770,18440,SOUTH JERSEY GAS CO,"NUMBER ONE SOUTH JERSEY PLAZA, RT. 54",FOLSOM,NJ,08037,Natural Gas,,NEW JERSEY,0,23.4,23.4,,,,,,,,,,,,,,Yes,0,146.2,0,0,0,0,0,0,0,146.2,0,0,0,0,0,0,0,0,0,0,0,146.2,0,0,0,0,0,0,0,146.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.2,0,0,0,0,0,0,0,146.2,INITIAL,2/28/2018,2/28/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20187017,34233,18456,SOUTHEAST GAS,P.O. BOX 1338,ANDALUSIA,AL,36420,Natural Gas,,ALABAMA,0,21.45,21.45,,,,,,,,,,,,,,Yes,0,621.47,0,0,0,0,0,0,0,621.47,0,0,0,0,0,0,0,0,0,0,0,621.47,0,0,0,0,0,0,0,621.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621.47,0,0,0,0,0,0,0,621.47,INITIAL,3/12/2018,3/12/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20186935,34141,18472,SEMCO ENERGY GAS COMPANY,1411 THIRD STREET,PORT HURON,MI,48060,Natural Gas,,MICHIGAN,0,1.293,1.293,,,,,,,,,,,,,,Yes,0,100.829,0,0,0,0,0,0,0,100.829,0,0,0,0,0,0,0,0,0,0,0,100.829,0,0,0,0,0,0,0,100.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.829,0,0,0,0,0,0,0,100.829,INITIAL,3/12/2018,3/12/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20186936,34142,18473,SEMCO PIPELINE CO,1411 THIRD STREET,PORT HURON,MI,48060,Natural Gas,,MICHIGAN,0,0.502,0.502,,,,,,,,,,,,,,Yes,0,50.1,0,0,0,0,0,0,0,50.1,0,0,0,0,0,0,0,0,0,0,0,50.1,0,0,0,0,0,0,0,50.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.1,0,0,0,0,0,0,0,50.1,INITIAL,3/12/2018,3/12/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20187513,34771,18484,SOUTHERN CALIFORNIA GAS CO,555 WEST FIFTH STREET,LOS ANGELES,CA,90013,Natural Gas,,CALIFORNIA,0,1138,1138,,,,,,,,,,,,,,Yes,1,3447,0,0,0,0,0,0,0,3448,0,0,0,0,0,0,0,0,0,0,1,3447,0,0,0,0,0,0,0,3448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3447,0,0,0,0,0,0,0,3448,INITIAL,3/15/2018,3/15/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20187048,34264,18508,SOUTHERN INDIANA GAS & ELECTRIC CO,211 NW RIVERSIDE DRIVE,EVANSVILLE,IN,47708,Natural Gas,,INDIANA,0,6.84,6.84,1480.13,,,,,,,,,,,,,No,0,132.99,0,0,0,0,0,0,0,132.99,0,0,0,0,0,0,0,0,0,0,0,132.99,0,0,0,0,0,0,0,132.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.99,0,0,0,0,0,0,0,132.99,INITIAL,3/13/2018,3/13/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20187136,34355,18516,SOUTHERN NATURAL GAS CO,"1001 LOUISIANA ST, STE 1000 SUITE 1000",HOUSTON,TX,77002,Natural Gas,"ALABAMA, FLORIDA, GEORGIA, LOUISIANA, MISSISSIPPI, SOUTH CAROLINA, TENNESSEE",ALABAMA,0,251.28,251.28,1184392,,,,,,,,,,,,,No,0,7003.06,0,0,0,0,0,0,0,7003.06,0,0,0,0,0,0,0,0,0,0,0,7003.06,0,0,0,0,0,0,0,7003.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7003.06,0,0,0,0,0,0,0,7003.06,INITIAL,3/13/2018,3/13/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20186997,34208,18532,"TEXAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.",1301 MOPAC EXPRESSWAY SUITE 400,AUSTIN,TX,78746,Natural Gas,,TEXAS,0,144.41,144.41,,,,,,,,,,,,,,Yes,0,310.93,0,0,0,0,0,0,0,310.93,0,0,0,0,0,0,0,0,0,0,0,310.93,0,0,0,0,0,0,0,310.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.93,0,0,0,0,0,0,0,310.93,INITIAL,3/12/2018,3/12/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20187187,34901,18536,SOUTHWEST GAS CORP,5241 SPRING MOUNTAIN ROAD,LAS VEGAS,NV,89150,Natural Gas,,"ARIZONA, CALIFORNIA, NEVADA",0,116.452,116.452,,,,,,,,,,,,,,Yes,15.631,545.835,0,0,0,0,0,0,0,561.466,0,0,0,0,0,0,0,0,0,0,15.631,545.835,0,0,0,0,0,0,0,561.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.631,545.835,0,0,0,0,0,0,0,561.466,SUPPLEMENTAL,3/13/2018,4/9/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20187580,34965,18542,"WOODWARD APPLE SPRINGS, LLC",P.O. BOX 924737,HOUSTON,TX,77292,Natural Gas,,TEXAS,0,0,0,,,,,,,,,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53,0,0,0,0,0,0,0,6.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53,0,0,0,0,0,0,0,6.53,0,6.53,0,0,0,0,0,0,0,6.53,INITIAL,5/21/2018,5/21/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20187182,34403,18555,SOUTHWESTERN PUBLIC SERVICE CO,1800 LARIMER STREET,DENVER,CO,80202,Natural Gas,,TEXAS,0,0.3,0.3,8742,,,,,,,,,,,,,No,0,19.8,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,19.8,INITIAL,3/13/2018,3/13/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20186714,33904,18560,SOUTHWESTERN VIRGINIA GAS CO,208 LESTER STREET,MARTINSVILLE,VA,24112,Natural Gas,,VIRGINIA,0,0,0,,,,,,,,,,,,,,Yes,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,INITIAL,3/6/2018,3/6/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20186446,33607,18584,"SPRINGFIELD, CITY UTILITIES OF",301 E. CENTRAL,SPRINGFIELD,MO,65801,Natural Gas,,MISSOURI,0,49.1,49.1,,,,,,,,,,,,,,Yes,0,49.1,0,0,0,0,0,0,0,49.1,0,0,0,0,0,0,0,0,0,0,0,49.1,0,0,0,0,0,0,0,49.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.1,0,0,0,0,0,0,0,49.1,INITIAL,2/12/2018,2/12/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20187487,34729,18608,STANDARD PACIFIC GAS LINE INC,77 BEALE STREET,SAN FRANCISCO,CA,94105,Natural Gas,,CALIFORNIA,0,31.7,31.7,78119,,,,,,,,,,,,,No,0,55.3,0,0,0,0,0,0,0,55.3,0,0,0,0,0,0,0,0,0,0,0,55.3,0,0,0,0,0,0,0,55.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.3,0,0,0,0,0,0,0,55.3,INITIAL,3/15/2018,3/15/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20187319,34550,18636,"STEPHEN, CITY OF","413 FIFTH ST, STE B",STEPHEN,MN,56757,Natural Gas,,MINNESOTA,0,0,0,,,,,,,,,,,,,,No,0,1.2,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,1.2,INITIAL,3/14/2018,3/14/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20186362,33502,18667,FREEPORT-MCMORAN OIL & GAS,201 S BROADWAY,ORCUTT,CA,93455,Natural Gas,"CALIFORNIA, OCS-Pacific",CALIFORNIA,0,0,0,615,,,,,,655,,,,,,,No,0,24.582,0,0,0,0,0,0,0,24.582,0,10.78,0,0,0,0,0,0,0,10.78,0,35.362,0,0,0,0,0,0,0,35.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.16,0,0,0,0,0,0,0,10.16,0,10.16,0,0,0,0,0,0,0,10.16,0,45.522,0,0,0,0,0,0,0,45.522,INITIAL,1/25/2018,1/25/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20186876,34073,18718,SUNOCO PIPELINE L.P.,800 EAST SONTERRA BLVD,SAN ANTONIO,TX,78258,Natural Gas,,NEW JERSEY,0,4.01,4.01,276.9,,,,,,,,,,,,,No,0,4.01,0,0,0,0,0,0,0,4.01,0,0,0,0,0,0,0,0,0,0,0,4.01,0,0,0,0,0,0,0,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01,0,0,0,0,0,0,0,4.01,INITIAL,3/9/2018,3/9/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20186673,33856,18752,SUPERIOR WATER LIGHT & POWER CO,2915 HILL AVE,SUPERIOR,WI,54880,Natural Gas,,WISCONSIN,0,0,0,,,,,,,,,,,,,,Yes,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,INITIAL,3/5/2018,3/5/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20186364,33504,18784,SYLACAUGA GAS SYSTEM,1414 EDWARDS ST,SYLACAUGA,AL,35150,Natural Gas,,ALABAMA,0,1,1,,,,,,,,,,,,,,Yes,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,INITIAL,1/25/2018,1/25/2018,7100.2-1 (Rev. 10-2014)
03/01/22,2017,20186932,34138,19125,TEAVEE OIL & GAS INC,PO BOX 27,WINFIELD,WV,25213,Natural Gas,,WEST VIRGINIA,0,0.85,0.85,127685,,,,,,,,,,,,,No,0,4.25,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,4.25,0,0.92,0.62,0,0,0,12.13,0,0,13.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.62,0,0,0,12.13,0,0,13.67,0,5.17,0.62,0,0,0,12.13,0,0,17.92,INITIAL,3/12/2018,3/12/2018,7100.2-1 (Rev. 10-2014)
