DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA4COUNTRY,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAOFFSHORE,PARTBHCAONSHORE,PARTBHCATOTAL,PARTCOFFCO2,PARTCOFFCRUDE,PARTCOFFETHANOL,PARTCOFFHVL,PARTCOFFRPP,PARTCONCO2,PARTCONCRUDE,PARTCONETHANOL,PARTCONHVL,PARTCONRPP,PARTDONCPB,PARTDONCPC,PARTDONCUB,PARTDONCUC,PARTDONCUP,PARTDONCUO,PARTDONTOTAL,PARTDOFFCPB,PARTDOFFCPC,PARTDOFFCUB,PARTDOFFCUC,PARTDOFFCUP,PARTDOFFCUO,PARTDOFFTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCUPTOTAL,PARTDCUOTOTAL,PARTDTOTALMILES,PARTEUNKNHF,PARTEUNKNLF,PARTEUNKNTOTAL,PARTEPRE40HF,PARTEPRE40LF,PARTEPRE40TOTAL,PARTE1940HF,PARTE1940LF,PARTE1940TOTAL,PARTE1950HF,PARTE1950LF,PARTE1950TOTAL,PARTE1960HF,PARTE1960LF,PARTE1960TOTAL,PARTE1970HF,PARTE1970LF,PARTE1970TOTAL,PARTE1980HF,PARTE1980LF,PARTE1980TOTAL,PARTE1990HF,PARTE1990LF,PARTE1990TOTAL,PARTE2000HF,PARTE2000LF,PARTE2000TOTAL,PARTE2010HF,PARTE2010LF,PARTE2010TOTAL,PARTE2020HF,PARTE2020LF,PARTE2020TOTAL,PARTETOTAL,PARTETOTALHF,PARTETOTALLF,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
3/1/2022,2020,20210221,18317,21359,SASOL CHEMICALS USA LLC,12120 WICKCHESTER LANE,HOUSTON,TX,77079,,Refined and/or Petroleum Product (non-HVL),,LOUISIANA,,12.701,12.701,,,,,,,,,,26917838.000,0,0,0,12.7,0,0,12.7,0,0,0,0,0,0,0,0,0,0,12.7,0,0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,INITIAL,06/07/21,6/7/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210531,18634,22430,WEST SHORE PIPELINE CO,5 Tek Park 9999 Hamilton Blvd.,Breinigsville,PA,18031,,Crude Oil,ILLINOIS,,,3.582,3.582,,,,,,,96046225.000,,,,0,3.582,0,0,0,0,3.582,0,0,0,0,0,0,0,0,3.582,0,0,0,0,3.582,0,0,0,0,0,0,0,0,0,0,3.483,3.483,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0.005,0,0,0,3.498,0.005,3.493,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210532,18635,22430,WEST SHORE PIPELINE CO,5 Tek Park 9999 Hamilton Blvd.,Breinigsville,PA,18031,,Refined and/or Petroleum Product (non-HVL),"ILLINOIS, INDIANA, WISCONSIN",,,390.17,390.17,,,,,,,,,,7740106021.000,0,605.937,0,0,0,0,605.937,0,0,0,0,0,0,0,0,605.937,0,0,0,0,605.937,0,0,0,0,0,0,0,0,0,0,16.904,16.904,0.054,242.944,242.998,67.302,0.968,68.27,3.315,0,3.315,3.247,0,3.247,0.224,0,0.224,2.306,0,2.306,0.383,0,0.383,337.647,76.831,260.816,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210356,18453,22442,WEST TEXAS GULF PIPELINE CO,1300 MAIN STREET,HOUSTON,TX,77002,,Crude Oil,TEXAS,,,201.8,201.8,,,,,,,36827511419.000,,,,0,583.5,0,0,0,0,583.5,0,0,0,0,0,0,0,0,583.5,0,0,0,0,583.5,214.8,0.7,215.5,0,0,0,0,0,0,0,267.1,267.1,0,0.1,0.1,8,0,8,0,0,0,0.2,0.3,0.5,0.3,0,0.3,0.6,0,0.6,0,0,0,492.1,223.9,268.2,INITIAL,06/12/21,6/12/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210714,18888,22465,TARGA PIPELINE MID-CONTINENT WESTTEX LLC,"811 LOUISIANA STREET, SUITE 2100",HOUSTON,TX,77002,,Crude Oil,,TEXAS,,,0.00,,,,,,,0.000,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,09/03/21,9/3/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210504,18607,22610,"MAGELLAN PIPELINE COMPANY, LP","ONE WILLIAMS CENTER, MD OTC-9 P.O. BOX 22186",TULSA,OK,74172,,Crude Oil,"COLORADO, KANSAS, OKLAHOMA, TEXAS, WYOMING",OKLAHOMA,,263.21,263.21,,,,,,,112599844317.000,,,,0,1294.52,0,0,0,0,1294.52,0,0,0,0,0,0,0,0,1294.52,0,0,0,0,1294.52,0,0,0,0,0,0,0,21.65,21.65,0,0,0,0,130.4,130.4,44.43,13.52,57.95,0.55,0,0.55,20.68,0,20.68,0.57,0,0.57,1014.51,0,1014.51,0,0,0,1246.31,1080.74,165.57,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210505,18608,22610,"MAGELLAN PIPELINE COMPANY, LP","ONE WILLIAMS CENTER, MD OTC-9 P.O. BOX 22186",TULSA,OK,74172,,HVL,"ILLINOIS, IOWA, KANSAS, MINNESOTA, MISSOURI",,,202.71,202.71,,,,,,,,,3006970817.000,,0,556.69,0,0,0,0,556.69,0,0,0,0,0,0,0,0,556.69,0,0,0,0,556.69,0,0,0,0,0.03,0.03,0,0,0,0,120.54,120.54,109.91,14.06,123.97,3.11,0.96,4.07,0.63,0,0.63,4.14,0,4.14,18.21,0,18.21,2.07,0,2.07,0,0,0,273.66,138.07,135.59,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP","ONE WILLIAMS CENTER, MD OTC-9 P.O. BOX 22186",TULSA,OK,74172,,Refined and/or Petroleum Product (non-HVL),"ARKANSAS, COLORADO, ILLINOIS, IOWA, KANSAS, MINNESOTA, MISSOURI, NEBRASKA, NEW MEXICO, NORTH DAKOTA, OKLAHOMA, SOUTH DAKOTA, TEXAS, WISCONSIN, WYOMING",TEXAS,,4052.75,4052.75,,,,,,,,,,109669403373.000,68.92,9525.73,0,0,0,0,9594.65,0,0,0,0,0,0,0,68.92,9525.73,0,0,0,0,9594.65,0,8.35,8.35,0,156.83,156.83,0,1039.11,1039.11,0,2757.83,2757.83,388.86,783.4,1172.26,866.18,262.98,1129.16,217.85,0,217.85,541.04,0,541.04,241.86,0,241.86,389.64,0,389.64,158.59,0,158.59,7812.52,2804.02,5008.5,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210395,18496,22830,WOLVERINE PIPELINE CO,"8075 Creekside Dr., Ste. 210",Portage,MI,49024-6303,,Refined and/or Petroleum Product (non-HVL),"ILLINOIS, INDIANA, MICHIGAN",,,485.527,485.527,,,,,,,,,,15465428767.000,256.253,688.555,0,0,0,0,944.808,0,0,0,0,0,0,0,256.253,688.555,0,0,0,0,944.808,0,0,0,0,79.916,79.916,0,0,0,0,9.511,9.511,0.749,118.685,119.434,233.654,6.179,239.833,3.168,0,3.168,7.164,0,7.164,38.16,0,38.16,39.688,0,39.688,0,0,0,536.874,322.583,214.291,SUPPLEMENTAL,06/14/21,6/14/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210296,18393,22855,"FLINT HILLS RESOURCES, LC",4111 EAST 37TH STREET NORTH,WICHITA,KS,67220,,Crude Oil,"ILLINOIS, IOWA, MINNESOTA, MISSOURI",TEXAS,,782.65,782.65,,,,,,0.000,45484087543.000,0,0.000,0.000,0,1966.01,0,0,0,0,1966.01,0,0,0,0,0,0,0,0,1966.01,0,0,0,0,1966.01,0,0,0,0,0,0,0,0,0,0,214.02,214.02,0,0,0,141.28,0,141.28,761.02,0,761.02,77.39,0,77.39,317.13,0,317.13,153.94,0,153.94,0,0,0,1664.78,1450.76,214.02,INITIAL,06/10/21,6/10/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210294,18391,22855,"FLINT HILLS RESOURCES, LC",4111 EAST 37TH STREET NORTH,WICHITA,KS,67220,,HVL,"MINNESOTA, WISCONSIN",TEXAS,,275.47,275.47,,,,,,0.000,0.000,0,314092104.000,0.000,0,609.37,0,0,0,0,609.37,0,0,0,0,0,0,0,0,609.37,0,0,0,0,609.37,0,0,0,0,0,0,0,1.98,1.98,0,0.87,0.87,0,198.24,198.24,16.57,0,16.57,121.21,0,121.21,51.89,0,51.89,9.66,0,9.66,12.88,0,12.88,11.7,0,11.7,425,223.91,201.09,INITIAL,06/10/21,6/10/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210295,18392,22855,"FLINT HILLS RESOURCES, LC",4111 EAST 37TH STREET NORTH,WICHITA,KS,67220,,Refined and/or Petroleum Product (non-HVL),"IOWA, MINNESOTA, MISSOURI, WISCONSIN","MINNESOTA, TEXAS",,824.69,824.69,,,,,,0.000,0.000,0,0.000,33769262245.000,0,1437.56,0,0,0,0,1437.56,0,0,0,0,0,0,0,0,1437.56,0,0,0,0,1437.56,0,0,0,0,6.26,6.26,0,1.38,1.38,0,0.21,0.21,0,0,0,124.51,0,124.51,826.97,0,826.97,345.16,0,345.16,4.58,0,4.58,3.19,0,3.19,0,0,0,1312.26,1304.41,7.85,INITIAL,06/10/21,6/10/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210398,18498,25146,"EQUISTAR CHEMICALS, L.P.",16055 SPACE CENTER BLVD. SUITE 350,HOUSTON,TX,77062,,Crude Oil,,TEXAS,,34.00,34.00,,,,,,,98352626.000,,,,0,34.34,0,0,0,0,34.34,0,0,0,0,0,0,0,0,34.34,0,0,0,0,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.63,0,33.63,0,0,0,0,0,0,0.71,0,0.71,0,0,0,0,0,0,34.34,34.34,0,INITIAL,06/14/21,6/14/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210459,18561,25146,"EQUISTAR CHEMICALS, L.P.",16055 SPACE CENTER BLVD. SUITE 350,HOUSTON,TX,77062,,HVL,"LOUISIANA, TEXAS",TEXAS,,792.32,792.32,,,,,,,,,7654546032.000,,0,1330.798,0,0,0,0,1330.798,0,0,0,0,0,0,0,0,1330.798,0,0,0,0,1330.798,0,0,0,0,0,0,0,0,0,0,46.198,46.198,0,168.09,168.09,760.05,0,760.05,184.78,0,184.78,152.74,0,152.74,15.16,0,15.16,3.78,0,3.78,0,0,0,1330.798,1116.51,214.288,INITIAL,06/14/21,6/14/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210400,18500,25146,"EQUISTAR CHEMICALS, L.P.",16055 SPACE CENTER BLVD. SUITE 350,HOUSTON,TX,77062,,Refined and/or Petroleum Product (non-HVL),,TEXAS,,102.73,102.73,,,,,,,,,,411498536.000,0,112.9,0,0,0,0,112.9,0,0,0,0,0,0,0,0,112.9,0,0,0,0,112.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,39.184,0,39.184,0,0,0,72.03,0,72.03,0,0,0,1.59,0,1.59,0,0,0,112.904,112.804,0.1,INITIAL,06/14/21,6/14/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210516,18619,26026,"MARKWEST RANGER PIPELINE COMPANY, L.L.C.","1515 ARAPAHOE STREET TOWER 1, SUITE 1600",DENVER,CO,80202,,HVL,"KENTUCKY, WEST VIRGINIA",,,73.05,73.05,,,,,,,,,442085060.000,,0,139.75,0,0,0,0,139.75,0,0,0,0,0,0,0,0,139.75,0,0,0,0,139.75,0,0,0,0,0,0,0,0,0,37.04,0,37.04,0,0,0,39.74,0,39.74,0,0,0,0,0,0,26.28,0,26.28,36.69,0,36.69,0,0,0,139.75,139.75,0,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210211,18307,26039,FLORIDA POWER & LIGHT CO,601 TRAVIS STREET SUITE 1900,HOUSTON,TX,77002,,Refined and/or Petroleum Product (non-HVL),,FLORIDA,,44.82,44.82,,,,,,0.000,0.000,0,0.000,0.000,0,52.334,0,0,0,0,52.334,0,0,0,0,0,0,0,0,52.334,0,0,0,0,52.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.334,0,52.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.334,52.334,0,INITIAL,06/04/21,6/4/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210647,18757,26041,"KINDER MORGAN LIQUID TERMINALS, LLC","1001 LOUISIANA ST, SUITE 1000",HOUSTON,TX,77002,,HVL,,TEXAS,,0.72,0.72,,,,,,,,,1476645.000,,0,0.72,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0.72,0,0,0,0,0,0,0.72,0.72,0,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210665,18877,26041,"KINDER MORGAN LIQUID TERMINALS, LLC","1001 LOUISIANA ST, SUITE 1000",HOUSTON,TX,77002,,Refined and/or Petroleum Product (non-HVL),ILLINOIS,"INDIANA, LOUISIANA, NEW JERSEY, NORTH CAROLINA, OHIO, TEXAS",,66.76,66.76,,,,,,,,,,27338280.000,0,97.47,0,0,0,0,97.47,0,0,0,0,0,0,0,0,97.47,0,0,0,0,97.47,0,0,0,0,0,0,0,0,0,3.18,7.1,10.28,0,0,0,34.1,0.44,34.54,7.39,0,7.39,12.63,0,12.63,11.49,0,11.49,8.06,0,8.06,4.45,0,4.45,88.84,81.3,7.54,SUPPLEMENTAL,06/15/21,8/26/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210024,18079,26045,"PAR HAWAII REFINING, LLC",91-325 KOMOHANA STREET,KAPOLEI,HI,96707,,Refined and/or Petroleum Product (non-HVL),,HAWAII,,24,24,,,,,,,,,,176911722.000,0,24,0,0,0,0,24,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,2,INITIAL,02/19/21,2/19/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210247,18343,26048,HUNT REFINING CO,2200 JACK WARNER PARKWAY SUITE 400,TUSCALOOSA,AL,35401,,Refined and/or Petroleum Product (non-HVL),,ALABAMA,,41.77,41.77,,,,,,,,,,353455563.000,0,47.44,0,0,0,0,47.44,0,0,0,0,0,0,0,0,47.44,0,0,0,0,47.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.72,0,23.72,0,0,0,23.72,0,23.72,0,0,0,0,0,0,47.44,47.44,0,INITIAL,06/09/21,6/9/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210503,18606,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC","225 S.E. ST. , SUITE 44",INDIANAPOLIS,IN,46202,,Crude Oil,"ILLINOIS, INDIANA, KENTUCKY","ILLINOIS, INDIANA",,13.43,13.43,,,,,,0.000,717484574.000,0,0.000,0.000,0.3,153.91,0,0,0,0,154.21,0,0,0,0,0,0,0,0.3,153.91,0,0,0,0,154.21,0,0,0,0,0,0,0,5.01,5.01,0,0,0,0,0,0,0.14,0,0.14,0.1,0,0.1,34.7,0,34.7,60.9,0,60.9,51.65,0,51.65,0,0,0,152.5,147.49,5.01,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210241,18337,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC","225 S.E. ST. , SUITE 44",INDIANAPOLIS,IN,46202,,Refined and/or Petroleum Product (non-HVL),,INDIANA,,49.3,49.3,,,,,,,,,,1436933688.000,0,247.1,0,0,0,0,247.1,0,0,0,0,0,0,0,0,247.1,0,0,0,0,247.1,0,0,0,0,0,0,0,0,0,0,50.1,50.1,0,0.1,0.1,0,0,0,17.5,0,17.5,0.1,0,0.1,0.7,0,0.7,1.08,0,1.08,0.66,0,0.66,70.24,20.04,50.2,INITIAL,06/09/21,6/9/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210682,18799,26054,KEY WEST PIPELINE CO,4635 Southwest Freeway Suite 910,Houston,TX,77027,,Refined and/or Petroleum Product (non-HVL),,FLORIDA,4.00,3.00,7.00,0,0,0,0,1203724,0.000,0.000,0,0.000,902793.000,0,3,0,0,0,0,3,0,4,0,0,0,0,4,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,INITIAL,06/22/21,6/22/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210407,18507,26061,"DELEK CRUDE LOGISTICS, LLC.",12700 PARK CENTRAL DRIVE SUITE 700,DALLAS,TX,75251,,Crude Oil,"OKLAHOMA, TEXAS",TEXAS,,99.51,99.51,,,,,,0.000,221518631.000,0,0.000,0.000,31.27,400.63,0,0,0,0,431.9,0,0,0,0,0,0,0,31.27,400.63,0,0,0,0,431.9,0,0,0,0,149.77,149.77,0,67.84,67.84,0,0.53,0.53,103.07,72.2,175.27,0,11.31,11.31,10.37,0,10.37,13.08,0,13.08,1.23,0,1.23,2.5,0,2.5,0,0,0,431.9,130.25,301.65,INITIAL,06/14/21,6/14/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210408,18508,26061,"DELEK CRUDE LOGISTICS, LLC.",12700 PARK CENTRAL DRIVE SUITE 700,DALLAS,TX,75251,,Refined and/or Petroleum Product (non-HVL),,TEXAS,,29.41,29.41,,,,,,0.000,0.000,0,0.000,83963951.000,0,117.96,0,0,0,0,117.96,0,0,0,0,0,0,0,0,117.96,0,0,0,0,117.96,0,0,0,0,0,0,0,0,0,0,13.4,13.4,0,85.26,85.26,0,0,0,19.3,0,19.3,0,0,0,0,0,0,0,0,0,0,0,0,117.96,19.3,98.66,INITIAL,06/14/21,6/14/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210613,18722,26065,CHS MCPHERSON REFINERY INC.,2000 S. MAIN,MCPHERSON,KS,67460,,Crude Oil,KANSAS,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210669,18780,26065,CHS MCPHERSON REFINERY INC.,2000 S. MAIN,MCPHERSON,KS,67460,,HVL,,KANSAS,,1.12,1.12,,,,,,0.000,0.000,0,4542938.000,0.000,0,12.79,0,0,0,0,12.79,0,0,0,0,0,0,0,0,12.79,0,0,0,0,12.79,0,0,0,0,0,0,0,0,0,0,3.61,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,0,3.61,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210668,18779,26065,CHS MCPHERSON REFINERY INC.,2000 S. MAIN,MCPHERSON,KS,67460,,Refined and/or Petroleum Product (non-HVL),,KANSAS,,1.31,1.31,,,,,,,,,,2616198.000,0,20.82,0,0,0,0,20.82,0,0,0,0,0,0,0,0,20.82,0,0,0,0,20.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.12,0,0,0,0.12,0.12,0,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210608,18848,26085,"PLAINS MARKETING, L.P.","333 CLAY STREET, SUITE 1900",HOUSTON,TX,77002,,Crude Oil,"ALABAMA, ILLINOIS, LOUISIANA, OKLAHOMA, TEXAS, WYOMING","ALABAMA, CALIFORNIA, COLORADO, LOUISIANA, MISSISSIPPI, NEW MEXICO, NORTH DAKOTA, TEXAS",,100.22,100.22,,,,,,,296498835.000,,,,14.45,166.26,0,0,0,81.66,262.37,0,0,0,0,0,0,0,14.45,166.26,0,0,0,81.66,262.37,0,0,0,0,0,0,0,4.03,4.03,0,0.41,0.41,0,0,0,6.92,2.91,9.83,30.85,0,30.85,44.7,0,44.7,9.55,0,9.55,10.96,0,10.96,0,0,0,110.33,102.98,7.35,SUPPLEMENTAL,06/15/21,7/29/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210609,18717,26085,"PLAINS MARKETING, L.P.","333 CLAY STREET, SUITE 1900",HOUSTON,TX,77002,,HVL,MICHIGAN,ARIZONA,,7.73,7.73,,,,,,,,,52516288.000,,0,11.58,0,0,0,0.54,12.12,0,0,0,0,0,0,0,0,11.58,0,0,0,0.54,12.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,0,3.87,0,0,0,0,0,0,0,0,0,7.71,0,7.71,0,0,0,11.58,11.58,0,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210054,18109,26086,SEADRIFT PIPELINE CORP,1000 COUNTY ROAD 340,ANGLETON,TX,77515,,HVL,,TEXAS,,188.80,188.80,,,,,,,,,2306577720.000,,0,844.9,0,0,0,0,844.9,0,0,0,0,0,0,0,0,844.9,0,0,0,0,844.9,0,3.61,3.61,0,0,0,0,0,0,1.52,128.54,130.06,42.77,77.01,119.78,135.39,0,135.39,8.3,0.17,8.47,6.27,0,6.27,46.99,0.09,47.08,1.38,3.24,4.62,0.56,0,0.56,455.84,243.18,212.66,INITIAL,03/11/21,3/11/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,19003 IH-10 WEST,SAN ANTONIO,TX,78257,,Refined and/or Petroleum Product (non-HVL),"MARYLAND, NEW JERSEY, NEW YORK, WASHINGTON DC","CALIFORNIA, NEW JERSEY, OREGON, VIRGINIA",,35.944,35.944,,,,,,,,,,69582768.000,0,36.15,0,0,0,0,36.15,0,0,0,0,0,0,0,0,36.15,0,0,0,0,36.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,1,0,1,0,0,0,2.2,0,2.2,1.1,0,1.1,0,0,0,4.6,4.6,0,SUPPLEMENTAL,06/15/21,10/21/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210155,18227,26099,TAMPA BAY PIPELINE CO.,4120 HIGEL AVE.,SARASOTA,FL,34242,,HVL,,FLORIDA,,82.24,82.24,,,,,,,,,812457119.000,,0,89.1,0,0,0,0,89.1,0,0,0,0,0,0,0,0,89.1,0,0,0,0,89.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7,0,37.7,27.86,0,27.86,1.17,0,1.17,19.21,0,19.21,3.16,0,3.16,0,0,0,89.1,89.1,0,INITIAL,05/24/21,5/24/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210425,18526,26103,"TEXAS EASTMAN DIVISION, EASTMAN CHEMICAL CO",PO BOX 7444,LONGVIEW,TX,75607,,HVL,,TEXAS,,116.26,116.26,,,,,,0.000,0.000,0,2289218876.000,0.000,0,470.5,0,0,0,0,470.5,0,0,0,0,0,0,0,0,470.5,0,0,0,0,470.5,0,0,0,0,0,0,0,0,0,0,0,0,0,182.2,182.2,0,0,0,218.1,0,218.1,0,0,0,0.8,0,0.8,1.6,0,1.6,0,0,0,402.7,220.5,182.2,INITIAL,06/14/21,6/14/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210603,18711,26112,"VALERO REFINING-TEXAS, L.P.",ONE VALERO WAY,SAN ANTONIO,TX,78249,,Crude Oil,,TEXAS,,5.68,5.68,,,,,,,3954958.000,,,,0,5.68,0,0,0,0,5.68,0,0,0,0,0,0,0,0,5.68,0,0,0,0,5.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,0,2.57,0,0,0,3.11,0,3.11,0,0,0,0,0,0,5.68,5.68,0,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210604,18712,26112,"VALERO REFINING-TEXAS, L.P.",ONE VALERO WAY,SAN ANTONIO,TX,78249,,HVL,,TEXAS,,9.35,9.35,,,,,,,,,3884773.000,,0,13.43,0,0,0,0,13.43,0,0,0,0,0,0,0,0,13.43,0,0,0,0,13.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,1.57,7.75,0,7.75,0,0,0,4.11,0,4.11,0,0,0,0,0,0,13.43,11.86,1.57,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210602,18710,26112,"VALERO REFINING-TEXAS, L.P.",ONE VALERO WAY,SAN ANTONIO,TX,78249,,Refined and/or Petroleum Product (non-HVL),,TEXAS,,31.81,31.81,,,,,,,,,,23516365.000,0,31.81,0,0,0,0,31.81,0,0,0,0,0,0,0,0,31.81,0,0,0,0,31.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,3.38,5.33,0,5.33,0,0,0,23.1,0,23.1,0,0,0,0,0,0,31.81,28.43,3.38,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210616,18725,26120,COLLINS PIPELINE CO,ONE SYLVAN WAY SECOND FLOOR,PARSIPPANY,NJ,07054,,Refined and/or Petroleum Product (non-HVL),"LOUISIANA, MISSISSIPPI",,,109.3,109.3,,,,,,,,,,2819575019.000,0.007,124.51,0,0,0,0,124.517,0,0,0,0,0,0,0,0.007,124.51,0,0,0,0,124.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.16,0,71.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.16,71.16,0,INITIAL,06/15/21,6/15/2021,7000-1.1 (Rev. 01-2020)
3/1/2022,2020,20210310,18407,26125,CALNEV PIPELINE CO,"1001 LOUISIANA ST, SUITE 1000",HOUSTON,TX,77002,,Refined and/or Petroleum Product (non-HVL),"CALIFORNIA, NEVADA","CALIFORNIA, NEVADA",,393.76,393.76,,,,,,0.000,0.000,0,0.000,8282379735.000,0,566.21,0,0,0,0,566.21,0,0,0,0,0,0,0,0,566.21,0,0,0,0,566.21,0,0,0,0,0,0,0,0,0,0,0,0,0,239.68,239.68,234.91,0.38,235.29,58.15,0,58.15,18.74,0,18.74,12.8,0,12.8,0.62,0,0.62,0.26,0,0.26,565.54,325.48,240.06,INITIAL,06/10/21,6/10/2021,7000-1.1 (Rev. 01-2020)
