DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA4COUNTRY,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAOFFSHORE,PARTBHCAONSHORE,PARTBHCATOTAL,PARTCOFFCO2,PARTCOFFCRUDE,PARTCOFFETHANOL,PARTCOFFHVL,PARTCOFFRPP,PARTCONCO2,PARTCONCRUDE,PARTCONETHANOL,PARTCONHVL,PARTCONRPP,PARTDONCPB,PARTDONCPC,PARTDONCUB,PARTDONCUC,PARTDONCUP,PARTDONCUO,PARTDONTOTAL,PARTDOFFCPB,PARTDOFFCPC,PARTDOFFCUB,PARTDOFFCUC,PARTDOFFCUP,PARTDOFFCUO,PARTDOFFTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCUPTOTAL,PARTDCUOTOTAL,PARTDTOTALMILES,PARTEUNKNHF,PARTEUNKNLF,PARTEUNKNTOTAL,PARTEPRE40HF,PARTEPRE40LF,PARTEPRE40TOTAL,PARTE1940HF,PARTE1940LF,PARTE1940TOTAL,PARTE1950HF,PARTE1950LF,PARTE1950TOTAL,PARTE1960HF,PARTE1960LF,PARTE1960TOTAL,PARTE1970HF,PARTE1970LF,PARTE1970TOTAL,PARTE1980HF,PARTE1980LF,PARTE1980TOTAL,PARTE1990HF,PARTE1990LF,PARTE1990TOTAL,PARTE2000HF,PARTE2000LF,PARTE2000TOTAL,PARTE2010HF,PARTE2010LF,PARTE2010TOTAL,PARTE2020HF,PARTE2020LF,PARTE2020TOTAL,PARTETOTAL,PARTETOTALHF,PARTETOTALLF,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
3/1/2022,2019,20200303,17532,26061,"DELEK CRUDE LOGISTICS, LLC.",12700 PARK CENTRAL DRIVE SUITE 1500,DALLAS,TX,75251,,Crude Oil,"OKLAHOMA, TEXAS",TEXAS,,106.98,106.98,,,,,,,134254226.000,,,,0,400.63,31.27,0,0,0,431.9,0,0,0,0,0,0,0,0,400.63,31.27,0,0,0,431.9,0,0,0,0,149.77,149.77,0,67.84,67.84,0,0.53,0.53,103.07,72.2,175.27,0,11.31,11.31,10.37,0,10.37,13.08,0,13.08,1.23,0,1.23,2.5,0,2.5,0,0,0,431.9,130.25,301.65,INITIAL,06/10/20,6/10/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200304,17533,26061,"DELEK CRUDE LOGISTICS, LLC.",12700 PARK CENTRAL DRIVE SUITE 1500,DALLAS,TX,75251,,Refined and/or Petroleum Product (non-HVL),,TEXAS,,21.07,21.07,,,,,,,,,,99310609.000,0,117.96,0,0,0,0,117.96,0,0,0,0,0,0,0,0,117.96,0,0,0,0,117.96,0,0,0,0,0,0,0,0,0,0,13.4,13.4,0,85.26,85.26,0,0,0,19.3,0,19.3,0,0,0,0,0,0,0,0,0,0,0,0,117.96,19.3,98.66,INITIAL,06/10/20,6/10/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200638,17890,26065,CHS MCPHERSON REFINERY INC.,2000 S. MAIN,MCPHERSON,KS,67460,,Crude Oil,KANSAS,,,,0.00,,,,,,0.000,0.000,0,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/15/20,6/15/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200653,17907,26065,CHS MCPHERSON REFINERY INC.,2000 S. MAIN,MCPHERSON,KS,67460,,HVL,,KANSAS,,6.90,6.90,,,,,,0.000,0.000,0,2171334.000,0.000,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,3.8,0.2,3.6,INITIAL,06/15/20,6/15/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200654,17908,26065,CHS MCPHERSON REFINERY INC.,2000 S. MAIN,MCPHERSON,KS,67460,,Refined and/or Petroleum Product (non-HVL),,KANSAS,,13.10,13.10,,,,,,0.000,0.000,0,0.000,5172623.000,0,20.7,0,0,0,0,20.7,0,0,0,0,0,0,0,0,20.7,0,0,0,0,20.7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,13.7,0,13.7,0,0,0,0,0,0,20.7,20.7,0,INITIAL,06/15/20,6/15/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200339,17965,26085,"PLAINS MARKETING, L.P.","333 CLAY STREET, SUITE 1600",HOUSTON,TX,77002,,Crude Oil,"ALABAMA, ILLINOIS, LOUISIANA, OKLAHOMA, TEXAS, WYOMING","ALABAMA, CALIFORNIA, COLORADO, LOUISIANA, MISSISSIPPI, NEW MEXICO, NORTH DAKOTA, OKLAHOMA, TEXAS",,110,110,,,,,,0.000,1194736104.000,0,0.000,0.000,14.44,215.86,0,0,7.01,197.2,434.51,0,0,0,0,0,0,0,14.44,215.86,0,0,7.01,197.2,434.51,0,0,0,0,0,0,3.9,0.13,4.03,0,34.11,34.11,0,65.28,65.28,17.56,0,17.56,40.29,0,40.29,56.53,0,56.53,13.52,0,13.52,38.69,0,38.69,0,0,0,270.01,170.49,99.52,SUPPLEMENTAL,06/11/20,7/20/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200340,17570,26085,"PLAINS MARKETING, L.P.","333 CLAY STREET, SUITE 1600",HOUSTON,TX,77002,,HVL,"MICHIGAN, SOUTH CAROLINA","ARIZONA, CALIFORNIA",,50.14,50.14,,,,,,0.000,0.000,0,161823315.000,0.000,0,74.26,0,0,0,0.55,74.81,0,0,0,0,0,0,0,0,74.26,0,0,0,0.55,74.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.51,0,66.51,0,0,0,0,0,0,0,0,0,7.75,0,7.75,0,0,0,74.26,74.26,0,INITIAL,06/11/20,6/11/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200061,17272,26086,SEADRIFT PIPELINE CORP,1000 COUNTY ROAD 340,ANGLETON,TX,77515,,HVL,,TEXAS,,222.72,222.72,,,,,,0.000,0.000,0,548779636.000,0.000,0,990.96,0,0,0,0,990.96,0,0,0,0,0,0,0,0,990.96,0,0,0,0,990.96,0,4.36,4.36,0,0,0,0,0,0,1.52,128.66,130.18,42.76,93.72,136.48,135.59,0,135.59,11.08,0,11.08,5.08,0,5.08,50.56,0,50.56,4.54,0,4.54,0,0,0,477.87,251.13,226.74,INITIAL,03/13/20,3/13/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200635,18037,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,19003 IH-10 WEST,SAN ANTONIO,TX,78257,,Refined and/or Petroleum Product (non-HVL),"MARYLAND, NEW JERSEY, NEW YORK, WASHINGTON DC","CALIFORNIA, NEW JERSEY, OREGON, VIRGINIA",,34.544,34.544,,,,,,,,,,85200608.000,0,35.76,0,0,0,0,35.76,0,0,0,0,0,0,0,0,35.76,0,0,0,0,35.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,1,0,1,0,0,0,2.2,0,2.2,1.1,0,1.1,0,0,0,4.6,4.6,0,SUPPLEMENTAL,06/15/20,12/18/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200463,17703,26099,TAMPA BAY PIPELINE CO.,4120 HIGEL AVE.,SARASOTA,FL,34242,,HVL,,FLORIDA,,82.24,82.24,,,,,,0.000,0.000,0,857765076.000,0.000,0,89.1,0,0,0,0,89.1,0,0,0,0,0,0,0,0,89.1,0,0,0,0,89.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7,0,37.7,27.86,0,27.86,1.17,0,1.17,19.21,0,19.21,3.16,0,3.16,0,0,0,89.1,89.1,0,INITIAL,06/12/20,6/12/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200244,17468,26103,"TEXAS EASTMAN DIVISION, EASTMAN CHEMICAL CO",PO BOX 7444,LONGVIEW,TX,75607,,HVL,,TEXAS,,116.26,116.26,,,,,,0.000,0.000,0,2206125833.000,0.000,0,470.5,0,0,0,0,470.5,0,0,0,0,0,0,0,0,470.5,0,0,0,0,470.5,0,0,0,0,0,0,0,0,0,0,0,0,0,182.2,182.2,0,0,0,218.1,0,218.1,0,0,0,0.8,0,0.8,1.6,0,1.6,0,0,0,402.7,220.5,182.2,INITIAL,06/08/20,6/8/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200422,17661,26112,VALERO REFINING-TEXAS L.P.,ONE VALERO WAY,SAN ANTONIO,TX,78249,,Crude Oil,,TEXAS,,5.62,5.62,,,,,,,5186411.000,,,,0,5.62,0,0,0,0,5.62,0,0,0,0,0,0,0,0,5.62,0,0,0,0,5.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,2.54,0,0,0,3.07,0,3.07,0,0,0,0,0,0,5.61,5.61,0,INITIAL,06/12/20,6/12/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200423,17662,26112,VALERO REFINING-TEXAS L.P.,ONE VALERO WAY,SAN ANTONIO,TX,78249,,HVL,,TEXAS,,13.29,13.29,,,,,,,,,2865694.000,,0,13.29,0,0,0,0,13.29,0,0,0,0,0,0,0,0,13.29,0,0,0,0,13.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,1.57,7.65,0,7.65,0,0,0,4.07,0,4.07,0,0,0,0,0,0,13.29,11.72,1.57,INITIAL,06/12/20,6/12/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200424,17663,26112,VALERO REFINING-TEXAS L.P.,ONE VALERO WAY,SAN ANTONIO,TX,78249,,Refined and/or Petroleum Product (non-HVL),,TEXAS,,31.60,31.60,,,,,,,,,,46828784.000,0,31.6,0,0,0,0,31.6,0,0,0,0,0,0,0,0,31.6,0,0,0,0,31.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,3.36,5.26,0,5.26,0,0,0,22.98,0,22.98,0,0,0,0,0,0,31.6,28.24,3.36,INITIAL,06/12/20,6/12/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200484,17726,26120,COLLINS PIPELINE CO,ONE SYLVAN WAY SECOND FLOOR,PARSIPPANY,NJ,07054,,Refined and/or Petroleum Product (non-HVL),"LOUISIANA, MISSISSIPPI",,0,109.3,109.3,0,0,0,0,0,0.000,0.000,0,0.000,3635573775.000,0.007,124.51,0,0,0,0,124.517,0,0,0,0,0,0,0,0.007,124.51,0,0,0,0,124.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.16,0,71.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.16,71.16,0,INITIAL,06/12/20,6/12/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200145,17368,26125,CALNEV PIPELINE CO,"1001 LOUISIANA ST., SUITE 1000",HOUSTON,TX,77002,,Refined and/or Petroleum Product (non-HVL),"CALIFORNIA, NEVADA","CALIFORNIA, NEVADA",,392.92,392.92,,,,,,0.000,0.000,0,0.000,9648674000.000,0,565.97,0,0,0,0,565.97,0,0,0,0,0,0,0,0,565.97,0,0,0,0,565.97,0,0,0,0,0,0,0,0,0,0,0,0,0,239.68,239.68,234.91,0.38,235.29,58.08,0.01,58.09,18.75,0,18.75,12.8,0,12.8,0.62,0,0.62,0,0,0,565.23,325.16,240.07,INITIAL,05/28/20,5/28/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200051,17261,26136,PARAMOUNT PETROLEUM CORP,PO BOX 1551,BAKERSFIELD,CA,93302,,Refined and/or Petroleum Product (non-HVL),,CALIFORNIA,,0.45,0.45,,,,,,,,,,0.000,0,0,0,0.45,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0.45,INITIAL,03/11/20,3/11/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200060,17271,26149,ALYESKA PIPELINE SERVICE CO,POB 196660 MS 502,ANCHORAGE,AK,99519,,Crude Oil,ALASKA,,,386.60,386.60,,,,,,,141007367900.000,,,,0,376,0,424,0,0,800,0,0,0,0,0,0,0,0,376,0,424,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,03/12/20,3/12/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200245,17469,26302,MUSTANG PIPELINE CO,PO BOX 7444,LONGVIEW,TX,75607,,HVL,,TEXAS,,27.7,27.7,,,,,,0.000,0.000,0,513623078.000,0.000,0,89.14,0,0,0,0,89.14,0,0,0,0,0,0,0,0,89.14,0,0,0,0,89.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,89,0,0,0,0,0,0,0,0,0,0,0,0,89,89,0,INITIAL,06/08/20,6/8/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200278,17504,26303,UNOCAL PIPELINE CO - EASTERN REGION,1400 SMITH STREET,HOUSTON,TX,77002,,Crude Oil,,TEXAS,,4.7,4.7,,,,,,0.000,0.000,0,0.000,0.000,0,4.7,0,0,0,0,4.7,0,0,0,0,0,0,0,0,4.7,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/09/20,6/9/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200416,17655,26330,"ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC",499 W. SHERIDAN  STE 1500,OKLAHOMA CITY,OK,73102,,HVL,,OKLAHOMA,,0.08,0.08,,,,,,,,,2284465.000,,0,11.58,0,0,0,0,11.58,0,0,0,0,0,0,0,0,11.58,0,0,0,0,11.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,0,4.33,0,0,0,0,0,0,7.26,0,7.26,0,0,0,11.59,11.59,0,INITIAL,06/12/20,6/12/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200202,17425,30003,HOUSTON REFINING LP.,12000 LAWNDALE,HOUSTON,TX,77017,,Refined and/or Petroleum Product (non-HVL),,TEXAS,,3,3,,,,,,0.000,0.000,0,0.000,293460000.000,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,3,0,INITIAL,06/03/20,6/3/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200038,17248,30020,W & T OFFSHORE INC,NINE GREENWAY PLAZA SUITE 300,HOUSTON,TX,77046,,Refined and/or Petroleum Product (non-HVL),,ALABAMA,,4.75,4.75,,,,,,,,,,2375.000,0,4.75,0,0,0,0,4.75,0,0,0,0,0,0,0,0,4.75,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,03/05/20,3/5/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200415,17653,30544,OCCIDENTAL CHEMICAL CORP,14555 DALLAS PARKWAY  STE 400,Dallas,TX,75254,,HVL,,TEXAS,,2.942,2.942,,,,,,,,,0.000,,41.946,0,0,0,0,0,41.946,0,0,0,0,0,0,0,41.946,0,0,0,0,0,41.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/12/20,6/12/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200351,17582,30626,TARGA NGL PIPE LINE CO,811 LOUISIANA ST. SUITE 2100,HOUSTON,TX,77002,,HVL,"LOUISIANA, TEXAS",TEXAS,,230.93,230.93,,,,,,0.000,0.000,0,5551155303.000,0.000,0,329.39,0,0,0,0,329.39,0,0,0,0,0,0,0,0,329.39,0,0,0,0,329.39,0,0,0,0,0,0,0,63.3,63.3,0,83.1,83.1,0,31.8,31.8,37.93,0,37.93,1.23,0,1.23,49.73,0,49.73,2.47,0,2.47,58.67,0,58.67,0,0,0,328.23,150.03,178.2,INITIAL,06/11/20,6/11/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200142,17714,30657,BRAVO PIPELINE COMPANY,5 GREENWAY PLAZA SUITE 110,HOUSTON,TX,77046,,CO2,"COLORADO, NEW MEXICO, TEXAS",TEXAS,,98.01,98.01,,,,,,25766520063.000,,,,,0,1065.16,0,0,0,0,1065.16,0,0,0,0,0,0,0,0,1065.16,0,0,0,0,1065.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652.83,0,652.83,299.36,0,299.36,83.39,0,83.39,29.58,0,29.58,0,0,0,1065.16,1065.16,0,SUPPLEMENTAL,05/27/20,6/12/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200670,17935,30658,KERN OIL & REFINING CO.,7724 E. PANAMA LANE,BAKERSFIELD,CA,93307,,Crude Oil,,CALIFORNIA,,16.17,16.17,,,,,,0.000,107496165.000,0,0.000,0.000,0,18.6,0,0,0,0,18.6,0,0,0,0,0,0,0,0,18.6,0,0,0,0,18.6,0,0,0,0,0,0,7.91,0,7.91,0,0,0,0,0,0,0,0,0,3.53,0,3.53,0.66,0,0.66,6.5,0,6.5,0,0,0,0,0,0,18.6,18.6,0,INITIAL,06/23/20,6/23/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200665,17924,30666,"ENMARK ENERGY, INC",104 FIRST CHOICE DRIVE,MADISON,MS,39110,,CO2,,MISSISSIPPI,,2.24,2.24,,,,,,220406381.000,,,,,0,9.63,0,0,0,0,9.63,0,0,0,0,0,0,0,0,9.63,0,0,0,0,9.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0,3.39,4.92,0,4.92,1.32,0,1.32,0,0,0,0,0,0,0,0,0,9.63,9.63,0,INITIAL,06/17/20,6/17/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200274,17499,30683,WESTLAKE PETROCHEMICALS LLC,P.O. BOX 2449,SULPHUR,LA,70664,,HVL,,LOUISIANA,,17.479,17.479,,,,,,,,,350000000.000,,0,17.479,0,0,0,0,17.479,0,0,0,0,0,0,0,0,17.479,0,0,0,0,17.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.026,0,2.026,3.529,0,3.529,0,0,0,0,0,0,5.555,5.555,0,INITIAL,06/09/20,6/9/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200276,17502,30683,WESTLAKE PETROCHEMICALS LLC,P.O. BOX 2449,SULPHUR,LA,70664,,Refined and/or Petroleum Product (non-HVL),,LOUISIANA,,5.696,5.696,,,,,,,,,,10700000.000,0,6.836,0,0,0,0,6.836,0,0,0,0,0,0,0,0,6.836,0,0,0,0,6.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,06/09/20,6/9/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200429,17668,30709,HUNTSMAN PETROCHEMICAL LLC,10003 WOODLOCH FOREST DRIVE,THE WOODLANDS,TX,77380,,HVL,,TEXAS,,7.728,7.728,,,,,,,,,8292086.000,,0,7.728,0,0,0,0,7.728,0,0,0,0,0,0,0,0,7.728,0,0,0,0,7.728,0,0,0,0,0,0,0,0.96,0.96,0,0,0,0,0,0,0,0,0,0.17,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.17,0.96,INITIAL,06/12/20,6/12/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200427,17666,30709,HUNTSMAN PETROCHEMICAL LLC,10003 WOODLOCH FOREST DRIVE,THE WOODLANDS,TX,77380,,Refined and/or Petroleum Product (non-HVL),,TEXAS,,2.60,2.60,,,,,,,,,,4885192.000,0,15.39,0,0,0,0,15.39,0,0,0,0,0,0,0,0,15.39,0,0,0,0,15.39,0,0,0,0,0,0,0,7.5,7.5,0,0.16,0.16,0,0.98,0.98,0,0,0,6.6,0,6.6,0.15,0,0.15,0,0,0,0,0,0,0,0,0,15.39,6.75,8.64,INITIAL,06/12/20,6/12/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200293,17521,30711,HILCORP ENERGY COMPANY,1111 TRAVIS,HOUSTON,TX,77002,,Crude Oil,,LOUISIANA,0.00,1.00,1.00,0,0,0,0,0,0.000,80372.000,0,0.000,0.000,0,4.943,0,0,0,0,4.943,0,1.967,0,0,0,0,1.967,0,6.91,0,0,0,0,6.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.967,0,1.967,4.943,0,4.943,0,0,0,0,0,0,6.91,6.91,0,INITIAL,06/10/20,6/10/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200266,17491,30755,CITGO PRODUCTS PIPELINE CO,1293 ELDRIDGE PARKWAY,Houston,TX,77077,,HVL,"LOUISIANA, TEXAS",,,54.09,54.09,,,,,,,,,603492374.000,,0,109.884,0,0.092,0,0,109.976,0,0,0,0,0,0,0,0,109.884,0,0.092,0,0,109.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.002,0,32.002,0,0,0,76.824,0,76.824,0,0,0,1.071,0,1.071,0,0,0,109.897,109.897,0,INITIAL,06/09/20,6/9/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200265,17490,30755,CITGO PRODUCTS PIPELINE CO,1293 ELDRIDGE PARKWAY,Houston,TX,77077,,Refined and/or Petroleum Product (non-HVL),,TEXAS,,107.73,107.73,,,,,,,,,,1531086396.000,0,236.498,0,0.491,0,0,236.989,0,0,0,0,0,0,0,0,236.498,0,0.491,0,0,236.989,0.012,35.582,35.594,0,0,0,0,0,0,0,0,0,0,0.313,0.313,0.055,0,0.055,0,0,0,3.197,0,3.197,0.852,0,0.852,0.384,0,0.384,0,0,0,40.395,4.5,35.895,INITIAL,06/09/20,6/9/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200096,17315,30756,WYOMING REFINING CO,825 TOWN & COUNTRY LANE SUITE 1500,HOUSTON,TX,77024,,Refined and/or Petroleum Product (non-HVL),,WYOMING,,1.00,1.00,,,,,,,,,,103158545.000,0,40.36,0,0,0,0,40.36,0,0,0,0,0,0,0,0,40.36,0,0,0,0,40.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.36,0,40.36,0,0,0,0,0,0,0,0,0,0,0,0,40.36,40.36,0,INITIAL,05/05/20,5/5/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200384,17622,30777,MOTIVA ENTERPRISE LLC,2555 SAVANNAH AVENUE,PORT ARTHUR,TX,77641,,Crude Oil,,TEXAS,,8.20,8.20,,,,,,,82969472.000,,,,0,8.201,0,0,0,0,8.201,0,0,0,0,0,0,0,0,8.201,0,0,0,0,8.201,0,0,0,0,0,0,0,0,0,5.342,0,5.342,0,0,0,2.859,0,2.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.201,8.201,0,INITIAL,06/11/20,6/11/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200399,17637,30777,MOTIVA ENTERPRISE LLC,2555 SAVANNAH AVENUE,PORT ARTHUR,TX,77641,,HVL,,TEXAS,,35.32,35.32,,,,,,,,,27825.000,,0,35.32,0,0,0,0,35.32,0,0,0,0,0,0,0,0,35.32,0,0,0,0,35.32,0,0,0,0,0,0,0,0,0,0,35.3,35.3,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,35.32,0,35.32,INITIAL,06/11/20,6/11/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200396,17634,30777,MOTIVA ENTERPRISE LLC,2555 SAVANNAH AVENUE,PORT ARTHUR,TX,77641,,Refined and/or Petroleum Product (non-HVL),,TEXAS,,62.17,62.17,,,,,,,,,,2885153.000,0,62.17,0,0,0,0,62.17,0,0,0,0,0,0,0,0,62.17,0,0,0,0,62.17,0,0,0,0,32.03,32.03,0,9.56,9.56,0,8.68,8.68,0,0.99,0.99,0,1.15,1.15,0,6.58,6.58,0,0,0,0,3.18,3.18,0,0,0,0,0,0,62.17,0,62.17,INITIAL,06/11/20,6/11/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200174,17397,30781,OLYMPIC PIPE LINE COMPANY,30 S. WACKER DRIVE,CHICAGO,IL,60606,,Refined and/or Petroleum Product (non-HVL),"OREGON, WASHINGTON",WASHINGTON,,380.3,380.3,,,,,,,,,,19701044330.000,0,413.3,0,0,0,0,413.3,0,0,0,0,0,0,0,0,413.3,0,0,0,0,413.3,0,0,0,0,0,0,0,0,0,0,0,0,240.4,32.9,273.3,85.5,0,85.5,0.6,0,0.6,4.3,0,4.3,4.9,0,4.9,0,0,0,0,0,0,368.6,335.7,32.9,INITIAL,06/02/20,6/2/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200426,17665,30782,HARVEST MIDSTREAM COMPANY,1111 TRAVIS,HOUSTON,TX,77002,,Crude Oil,"LOUISIANA, OCS-Gulf of Mexico, TEXAS","LOUISIANA, TEXAS",0,251.883,251.883,0,58077132,0,0,0,59903388.000,12850050579.000,0,0.000,0.000,0,851.843,0,0,0,0,851.843,0,31.801,0,0,0,0,31.801,0,883.644,0,0,0,0,883.644,0,0,0,0,0,0,6.043,28.14,34.183,142.157,57.549,199.706,22.526,4.62,27.146,49.243,0,49.243,48.071,0,48.071,128.765,0,128.765,17.666,0.084,17.75,379.397,0,379.397,0,0,0,884.261,793.868,90.393,INITIAL,06/12/20,6/12/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200139,17362,30792,LAMAR OIL & GAS,PO BOX 2197,ROCKPORT,TX,78381,,Crude Oil,,TEXAS,0,,0,,17190,,,,,,,,,0,0,0,0,0,0,0,0,8.71,0,0,0,0,8.71,0,8.71,0,0,0,0,8.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,4.5,4.21,0,4.21,0,0,0,8.71,8.71,0,INITIAL,05/27/20,5/27/2020,7000-1.1 (Rev. 06-2014)
3/1/2022,2019,20200028,17233,30825,CITGO PETROLEUM CORPORATION (REFINERY),P.O. BOX 4689,Houston,TX,77210,,HVL,,LOUISIANA,,6.24,6.24,,,,,,,,,0.000,,0,6.24,0,0,0,0,6.24,0,0,0,0,0,0,0,0,6.24,0,0,0,0,6.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,02/27/20,2/27/2020,7000-1.1 (Rev. 06-2014)
