DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,OFFICE_ADDRESS_STREET,OFFICE_ADDRESS_CITY,OFFICE_ADDRESS_COUNTY,OFFICE_ADDRESS_STATE,OFFICE_ADDRESS_ZIP,HQ_ADDRESS_STREET,HQ_ADDRESS_CITY,HQ_ADDRESS_COUNTY,HQ_ADDRESS_STATE,HQ_ADDRESS_ZIP,COMMODITY,STOP,OPERATOR_TYPE,MMILES_STEEL_UNP_BARE,MMILES_STEEL_UNP_COATED,MMILES_STEEL_CP_BARE,MMILES_STEEL_CP_COATED,MMILES_PLASTIC,MMILES_CI,MMILES_DI,MMILES_CU,MMILES_OTHER,MMILES_RCI,MMILES_TOTAL,NUM_SRVS_STEEL_UNP_BARE,NUM_SRVS_STEEL_UNP_COATED,NUM_SRVS_STEEL_CP_BARE,NUM_SRVS_STEEL_CP_COATED,NUM_SRVS_PLASTIC,NUM_SRVS_CI,NUM_SRVS_DI,NUM_SRVS_CU,NUM_SRVS_OTHER,NUM_SRVS_RCI,NUM_SRVCS_TOTAL,MMILES_STEEL_UNK,MMILES_STEEL_LT2IN,MMILES_STEEL_2IN_TO_4IN,MMILES_STEEL_4IN_TO_8IN,MMILES_STEEL_8IN_TO_12IN,MMILES_STEEL_GT12IN,MMILES_STEEL_TOTAL,MMILES_DI_UNK,MMILES_DI_LT2IN,MMILES_DI_2IN_TO_4IN,MMILES_DI_4IN_TO_8IN,MMILES_DI_8IN_TO_12IN,MMILES_DI_GT12IN,MMILES_DI_TOTAL,MMILES_CU_UNK,MMILES_CU_LT2IN,MMILES_CU_2IN_TO_4IN,MMILES_CU_4IN_TO_8IN,MMILES_CU_8IN_TO_12IN,MMILES_CU_GT12IN,MMILES_CU_TOTAL,MMILES_CI_WR_UNK,MMILES_CI_WR_LT2IN,MMILES_CI_WR_2IN_TO_4IN,MMILES_CI_WR_4IN_TO_8IN,MMILES_CI_WR_8IN_TO_12IN,MMILES_CI_WR_GT12IN,MMILES_CI_WR_TOTAL,MMILES_PLASTIC_UNK,MMILES_PLASTIC_LT2IN,MMILES_PLASTIC_2IN_TO_4IN,MMILES_PLASTIC_4IN_TO_8IN,MMILES_PLASTIC_8IN_TO_12IN,MMILES_PLASTIC_GT12IN,MMILES_PLASTIC_TOTAL,MMILES_PE_UNK,MMILES_PE_LT2IN,MMILES_PE_2IN_TO_4IN,MMILES_PE_4IN_TO_8IN,MMILES_PE_8IN_TO_12IN,MMILES_PE_GT12IN,MMILES_PE_TOTAL,MMILES_ABS_UNK,MMILES_ABS_LT2IN,MMILES_ABS_2IN_TO_4IN,MMILES_ABS_4IN_TO_8IN,MMILES_ABS_8IN_TO_12IN,MMILES_ABS_GT12IN,MMILES_ABS_TOTAL,MMILES_OTH_PLSTC_UNK,MMILES_OTH_PLSTC_LT2IN,MMILES_OTH_PLSTC_2IN_TO_4IN,MMILES_OTH_PLSTC_4IN_TO_8IN,MMILES_OTH_PLSTC_8IN_TO_12IN,MMILES_OTH_PLSTC_GT12IN,MMILES_OTH_PLSTC_TOTAL,MMILES_OTHER_UNK,MMILES_OTHER_LT2IN,MMILES_OTHER_2IN_TO_4IN,MMILES_OTHER_4IN_TO_8IN,MMILES_OTHER_8IN_TO_12IN,MMILES_OTHER_GT12IN,MMILES_OTHER_TOTAL,MMILES_OTHER_MATERIAL_DETAIL,MMILES_RCI_UNK,MMILES_RCI_LT2IN,MMILES_RCI_2IN_TO_4IN,MMILES_RCI_4IN_TO_8IN,MMILES_RCI_8IN_TO_12IN,MMILES_RCI_GT12IN,MMILES_RCI_TOTAL,MMILES_UNK_TOTAL,MMILES_LT2IN_TOTAL,MMILES_2IN_TO_4IN_TOTAL,MMILES_4IN_TO_8IN_TOTAL,MMILES_8IN_TO_12IN_TOTAL,MMILES_GT12IN_TOTAL,MMILES_PART_B2_TOTAL,AVERAGE_LENGTH,NUM_SRVS_STEEL_UNK,NUM_SRVS_STEEL_LT1IN,NUM_SRVS_STEEL_1IN_TO_2IN,NUM_SRVS_STEEL_2IN_TO_4IN,NUM_SRVS_STEEL_4IN_TO_8IN,NUM_SRVS_STEEL_GT8IN,NUM_SRVS_STEEL_TOTAL,NUM_SRVS_DI_UNK,NUM_SRVS_DI_LT1IN,NUM_SRVS_DI_1IN_TO_2IN,NUM_SRVS_DI_2IN_TO_4IN,NUM_SRVS_DI_4IN_TO_8IN,NUM_SRVS_DI_GT8IN,NUM_SRVS_DI_TOTAL,NUM_SRVS_CU_UNK,NUM_SRVS_CU_LT1IN,NUM_SRVS_CU_1IN_TO_2IN,NUM_SRVS_CU_2IN_TO_4IN,NUM_SRVS_CU_4IN_TO_8IN,NUM_SRVS_CU_GT8IN,NUM_SRVS_CU_TOTAL,NUM_SRVS_CI_WR_UNK,NUM_SRVS_CI_WR_LT1IN,NUM_SRVS_CI_WR_1IN_TO_2IN,NUM_SRVS_CI_WR_2IN_TO_4IN,NUM_SRVS_CI_WR_4IN_TO_8IN,NUM_SRVS_CI_WR_GT8IN,NUM_SRVS_CI_WR_TOTAL,NUM_SRVS_PLASTIC_UNK,NUM_SRVS_PLASTIC_LT1IN,NUM_SRVS_PLASTIC_1IN_TO_2IN,NUM_SRVS_PLASTIC_2IN_TO_4IN,NUM_SRVS_PLASTIC_4IN_TO_8IN,NUM_SRVS_PLASTIC_GT8IN,NUM_SRVS_PLASTIC_TOTAL,NUM_SRVS_PE_UNK,NUM_SRVS_PE_LT1IN,NUM_SRVS_PE_1IN_TO_2IN,NUM_SRVS_PE_2IN_TO_4IN,NUM_SRVS_PE_4IN_TO_8IN,NUM_SRVS_PE_GT8IN,NUM_SRVS_PE_TOTAL,NUM_SRVS_ABS_UNK,NUM_SRVS_ABS_LT1IN,NUM_SRVS_ABS_1IN_TO_2IN,NUM_SRVS_ABS_2IN_TO_4IN,NUM_SRVS_ABS_4IN_TO_8IN,NUM_SRVS_ABS_GT8IN,NUM_SRVS_ABS_TOTAL,NUM_SRVS_OTH_PLSTC_UNK,NUM_SRVS_OTH_PLSTC_LT1IN,NUM_SRVS_OTH_PLSTC_1IN_TO_2IN,NUM_SRVS_OTH_PLSTC_2IN_TO_4IN,NUM_SRVS_OTH_PLSTC_4IN_TO_8IN,NUM_SRVS_OTH_PLSTC_GT8IN,NUM_SRVS_OTH_PLSTC_TOTAL,NUM_SRVS_OTHER_UNK,NUM_SRVS_OTHER_LT1IN,NUM_SRVS_OTHER_1IN_TO_2IN,NUM_SRVS_OTHER_2IN_TO_4IN,NUM_SRVS_OTHER_4IN_TO_8IN,NUM_SRVS_OTHER_GT8IN,NUM_SRVS_OTHER_TOTAL,NUM_SRVS_OTHER_MATERIAL_DETAIL,NUM_SRVS_RCI_UNK,NUM_SRVS_RCI_LT1IN,NUM_SRVS_RCI_1IN_TO_2IN,NUM_SRVS_RCI_2IN_TO_4IN,NUM_SRVS_RCI_4IN_TO_8IN,NUM_SRVS_RCI_GT8IN,NUM_SRVS_RCI_TOTAL,NUM_SRVS_UNK_TOTAL,NUM_SRVS_LT1IN_TOTAL,NUM_SRVS_1IN_TO_2IN_TOTAL,NUM_SRVS_2IN_TO_4IN_TOTAL,NUM_SRVS_4IN_TO_8IN_TOTAL,NUM_SRVS_GT8IN_TOTAL,NUM_SRVS_PART_B3_TOTAL,MMILES_BY_DCD_UNK,MMILES_BY_DCD_PRE1940,MMILES_BY_DCD_1940_TO_1949,MMILES_BY_DCD_1950_TO_1959,MMILES_BY_DCD_1960_TO_1969,MMILES_BY_DCD_1970_TO_1979,MMILES_BY_DCD_1980_TO_1989,MMILES_BY_DCD_1990_TO_1999,MMILES_BY_DCD_2000_TO_2009,MMILES_BY_DCD_2010_TO_2019,MMILES_BY_DCD_2020_TO_2029,MMILES_BY_DCD_TOTAL,NUM_SRVS_BY_DCD_UNK,NUM_SRVS_BY_DCD_PRE1940,NUM_SRVS_BY_DCD_1940_TO_1949,NUM_SRVS_BY_DCD_1950_TO_1959,NUM_SRVS_BY_DCD_1960_TO_1969,NUM_SRVS_BY_DCD_1970_TO_1979,NUM_SRVS_BY_DCD_1980_TO_1989,NUM_SRVS_BY_DCD_1990_TO_1999,NUM_SRVS_BY_DCD_2000_TO_2009,NUM_SRVS_BY_DCD_2010_TO_2019,NUM_SRVS_BY_DCD_2020_TO_2029,NUM_SRVS_BY_DCD_TOTAL,TOTAL_LEAKS_COR_MAINS,TOTAL_LEAKS_NF_MAINS,TOTAL_LEAKS_EX_MAINS,TOTAL_LEAKS_OF_DAM_MAINS,TOTAL_LEAKS_MAT_WELD_MAINS,TOTAL_LEAKS_EQ_MAINS,TOTAL_LEAKS_OP_MAINS,TOTAL_LEAKS_OT_MAINS,TOTAL_LEAKS_COR_SRVS,TOTAL_LEAKS_NF_SRVS,TOTAL_LEAKS_EX_SRVS,TOTAL_LEAKS_OF_DAM_SRVS,TOTAL_LEAKS_MAT_WELD_SRVS,TOTAL_LEAKS_EQ_SRVS,TOTAL_LEAKS_OP_SRVS,TOTAL_LEAKS_OT_SRVS,TOTAL_HAZLEAKS_COR_MAINS,TOTAL_HAZLEAKS_NF_MAINS,TOTAL_HAZLEAKS_EX_MAINS,TOTAL_HAZLEAKS_OF_DAM_MAINS,TOTAL_HAZLEAKS_MAT_WELD_MAINS,TOTAL_HAZLEAKS_EQ_MAINS,TOTAL_HAZLEAKS_OP_MAINS,TOTAL_HAZLEAKS_OT_MAINS,TOTAL_HAZLEAKS_COR_SRVS,TOTAL_HAZLEAKS_NF_SRVS,TOTAL_HAZLEAKS_EX_SRVS,TOTAL_HAZLEAKS_OF_DAM_SRVS,TOTAL_HAZLEAKS_MAT_WELD_SRVS,TOTAL_HAZLEAKS_EQ_SRVS,TOTAL_HAZLEAKS_OP_SRVS,TOTAL_HAZLEAKS_OT_SRVS,KNOWN_LEAKS,FED_LAND_LEAKS_REPAIRED,PERCENT_UNACC_GAS,EXCAV_DAMAGES,EXCAV_ONECALL,EXCAV_LOCATING,EXCAV_EXCAV,EXCAV_OTHER,EXCAV_TICKETS,EFV_INSTALLED_CY,EFV_IN_SYSTEM,SHUTOFF_VALVE_INSTALLED_CY,SHUTOFF_VALVE_IN_SYSTEM,ADDITIONAL_INFORMATION,PREPARERS_NAME,PREPARERS_TITLE,PREPARERS_PHONE,PREPARERS_FAX,PREPARERS_EMAIL,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
3/1/2022,2020,20210168,41471,17720,"ROYSTON GAS DEPT, CITY OF",376 LEE ST,ROYSTON,Franklin,GA,30662,376 LEE ST,ROYSTON,,GA,30662,Natural Gas,GA,Municipal Owned,0,0,0,77.38,76.75,0,0,0,0,0,154.13,0,0,0,994,1177,0,0,0,0,0,2171,0,30.66,26.72,20,0,0,77.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.77,16.98,0,0,0,76.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,90.43,43.7,20,0,0,154.13,90,0,971,23,0,0,0,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,99,0,0,0,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2049,122,0,0,0,2171,21.9,0,0,0,59.99,10,9.62,9.97,16,26.46,0.19,154.13,438,0,0,0,964,137,117,82,190,234,9,2171,2,0,0,0,0,0,0,0,4,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,1150,11,182,0,0,,Travis Quarles,Gas Supt.,(706) 498-2244,,tquarles@cityofroyston.com,INITIAL,2/2/2021,2/2/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210406,41768,17730,"ROZEL MUNICIPAL GAS SYSTEM, CITY OF",PO Box 67 110 Main,Rozel,,KS,67574,"MAIN STREET, CITY OFFICE",ROZEL,,KS,67574,Natural Gas,KS,Municipal Owned,0,0,0,15,1,0,0,0,0,0,16,0,0,0,123,0,0,0,0,0,0,123,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,15,0,0,0,16,12,0,116,7,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,116,7,0,0,0,123,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0,0,120,0,0,1,2,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,0,0,51,0,0,0,0,,Glen McFann,operator,(620) 527-4399,(620) 527-4226,cityshop2011@live.com,INITIAL,2/22/2021,2/22/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210917,42336,17750,RUSSELVILLE GAS BOARD,1296 WALNUT GATE RD,RUSSELLVILLE,,AL,36564,1296 WALNUT GATE RD.,RUSSELLVILLE,,AL,35654,Natural Gas,AL,Municipal Owned,0,0,0,102.294,210.76,0,0,0,0,0,313.054,0,0,546,677,5167,0,0,0,0,0,6390,0,39.094,19,44.2,0,0,102.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,89.76,0,0,0,210.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,160.094,108.76,44.2,0,0,313.054,159,0,1205,15,3,0,0,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5151,16,0,0,0,5167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6356,31,3,0,0,6390,0,0,0,0,0,78,65,91,59,19.784,0.27,313.054,0,0,0,0,0,1893,1184,2330,453,491,39,6390,,,1,,,,,,,,7,,,,,,,,1,,,,,,,,7,,,,,,0,0,1.9,8,4,1,3,0,1286,38,584,0,0,,Keith Green,Director of Operations,(256)332-2020,,kgreen@russellvillegas.com,INITIAL,3/11/2021,3/11/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210895,42314,18004,"SABINAL, CITY OF",P. O. Box 838,Sabinal,uvalde,TX,78881,501 NORTH CENTER STREET,SABINAL,,TX,78881,Natural Gas,TX,Municipal Owned,0,0,0,25,0,0,0,0,0,0,25,0,0,0,257,0,0,0,0,0,0,257,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,25,0,0,0,0,25,90,0,0,257,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,257,0,0,0,257,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,257,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,,Betty  Harris,operator,(830) 988-2218,(830) 988-2217,harris_bettyjo@yahoo.com,INITIAL,3/10/2021,3/10/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210475,41842,18016,SABULA MUNICIPAL GAS,411 BROAD STREET,SABULA,Jackson,IA,52070,411 BROAD STREET,SABULA,,IA,52070,Natural Gas,IA,Municipal Owned,0,0,0,4,0,0,0,0,0,0,4,0,0,0,310,27,0,0,0,0,0,337,0,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,1,0,0,0,4,60,0,306,4,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,333,4,0,0,0,337,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,284,21,17,11,0,4,0,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,0,0,0,0,0,59,0,9,1,1,"Unaccounted for gas- My gas purchased at the city gate is 20,453 minus deliveries of natural gas to consumers 20,539 = -86. I ended up with a -1.00 percent. I am not sure if I can have a negative number in this box. But, on my EIA-176 report it says I can have a negative number for the difference between gas supply and disposition. So I left my unaccounted for gas at the -1.00.",Wendy Hoertz,operator,(563) 687-2420,(563) 687-2476,sabula@iowatelecom.net,INITIAL,2/25/2021,2/25/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20211432,43018,18020,SAC CITY MUNICIPAL GAS UTIL,PO Box 37,Sac City,,IA,50583,PO BOX 37,SAC CITY,,IA,50583,Natural Gas,IA,Municipal Owned,,,,44,0,0,0,0,0,0,44,,,,1171,1,0,0,0,0,0,1172,0,38,4,2,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,38,4,2,0,0,44,60,0,1090,80,1,0,0,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1090,81,1,0,0,1172,0,0,0,0,43,0,1,0,0,0,0,44,0,0,0,0,605,313,126,103,22,3,0,1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,583,0,0,0,0,,Jamie Lawrence,City Administrator,(712) 662-7593,(712) 662-7448,jlsaccity@pdq.net,INITIAL,4/15/2021,4/15/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20211373,42876,18024,SACO MUNICIPAL GAS SERVICE,110 Nelson St,Saco,phillips,MT,59261,110 NELSON ST / PO BOX 330,SACO,,MT,59261,Natural Gas,MT,Municipal Owned,,,,,3,0,0,0,0,0,3,,,,,160,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,160,0,0,0,0,160,0,0,0,0,0,0,0,1.25,1.65,0.1,0,3,0,0,0,0,0,0,0,57,82,19,2,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,0,0,0,0,0,42,0,0,2,162,,Dale Plouffe,gas superintendant,(406)527-3312,,townsaco@nemont.net,INITIAL,3/24/2021,3/24/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210742,42152,18028,"SAFFORD UTILITIES DIV, CITY OF",405 W. Discovery Park Blvd,Safford,,AZ,85546,PO BOX 272,SAFFORD,,AZ,85548,Natural Gas,AZ,Municipal Owned,0,0,0,11.98,58.82,0,0,0,0,0,70.8,0,0,0,193,3721,0,0,0,0,0,3914,0,9.11,0.88,2,0,0,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.62,8.5,4.7,0,0,58.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,54.73,9.38,6.7,0,0,70.81,54,0,191,2,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3701,19,1,0,0,3721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3892,21,1,0,0,3914,7.14,7,0,2,1,5.19,14,23,8.53,2.32,0.62,70.8,2216,0,0,0,0,3,185,221,1045,196,48,3914,1,,,,,2,,,,,13,,,1,,1,,,,,,,,,,,,,,,,,0,0,1,13,2,9,2,,1668,26,152,3,6,,Justin  Burunett,operator,(928) 432-4214,(928) 348-3150,jburnett@saffordaz.gov,INITIAL,3/8/2021,3/8/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20211329,43878,18032,ST AMANT GAS CO INC,43508 WEBER CITY RD,GONZALES,,LA,70737,43508 WEBER CITY ROAD,GONZALES,,LA,70737,Natural Gas,LA,Privately Owned,,,,32.5,40.75,0,0,0,0,0,73.25,,,,714,720,0,0,0,0,0,1434,0,23.9,8.6,0,0,0,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,6.7,0,32.85,1.2,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,63.45,9.8,0,0,0,73.25,90,0,714,0,0,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1434,0,0,0,0,1434,0,0,0,0,0,0,0,0,0,72.5,0.75,73.25,0,0,0,0,0,0,0,0,0,1425,9,1434,,,2,,,,,,1,,4,4,,,,,,,2,,,,,,,,4,2,,,,,0,0,2,6,4,0,2,0,661,25,270,1,1,We made a correction from steel cathodically protected bare to steel cathodically protected coated. 5/19/21 - We reviewed Part D: Excavation Damage and made corrections to match Part C. 11/12/21 - Gas Leak Records were reviewed and changes were made to Part C and Part D to reflect the Gas Leak Records.,Kaylan A. Ewing,Consultant,(225) 286-5650,,kewing.pip@gmail.com,SUPPLEMENTAL,3/16/2021,11/12/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210069,41326,18048,ST CROIX VALLEY NATURAL GAS CO INC,415 S 2nd St. PO Box 6,River Falls,Pierce,WI,54022,415 S. 2ND STREET,RIVER FALLS,,WI,54022,Natural Gas,WI,Privately Owned,0,0,0,42.379,194.589,0,0,0,0,0,236.968,0,0,0,1342,7206,0,0,0,0,0,8548,0,26.721,10.869,4.789,0,0,42.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.251,45.598,1.74,0,0,194.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,173.972,56.467,6.529,0,0,236.968,74,0,1331,9,1,1,0,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7117,88,1,0,0,7206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8448,97,2,1,0,8548,0,0,0,0,41.487,14.004,13.262,45.258,76.946,40.765,5.246,236.968,0,0,0,0,1045,1213,1377,1503,1837,1404,169,8548,0,1,1,,1,1,1,,,,6,5,,,3,,,,1,,,,,,,,6,,,,,,0,0,0.01,7,0,2,5,,4047,162,1656,3,7,,Stephanie Brown,agent,(715) 425-6177,(715) 425-1075,stephanie@stcroixgas.com,INITIAL,1/20/2021,1/20/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210493,42956,18052,"ST FRANCISVILLE, TOWN OF",P. O. DRAWER 400 - 11963 FERDINAND STREET,ST. FRANCISVILLE,WEST FELICIANA,LA,70775,P.O. DRAWER 400 - 11936 FERDINAND STREET,ST. FRANCISVILLE,,LA,70775,Natural Gas,LA,Municipal Owned,,,,29.94,16.46,0,0,0,0,0,46.4,,,,558,310,0,0,0,0,0,868,0,15.94,3,11,0,0,29.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36,10.1,0,0,0,16.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,22.3,13.1,11,0,0,46.4,100,0,550,8,0,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,5,1,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,854,13,1,0,0,868,0,0,0,3,26,1,2,1,9,4,0.4,46.4,5,0,0,0,540,123,20,17,53,103,7,868,1,,,,,,,,2,,1,1,,,,,,,,,,,,,1,,,1,,,,,1,0,4.7,1,0,0,1,0,84,7,230,0,0,Updates were made for a new subdivision being developed named Parker District Subdivision. PE miles of Main were added and a new service with an EFV installed.,Kaylan Ewing,,(225)286-5650,,kewing.pip@gmail.com,SUPPLEMENTAL,2/25/2021,4/5/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210756,42167,18056,ST JAMES PARISH UTILITIES,2210 Jefferson Ave,NEW ORLEANS,,LA,70115,PO BOX 667,VACHERIE,,LA,70090,Natural Gas,LA,Municipal Owned,0,0,0,92,28,0,0,0,0,0,120,0,0,0,1968,1364,0,0,0,0,0,3332,0,52,38,2,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,75,43,2,0,0,120,60,0,1968,0,0,0,0,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1344,17,0,0,0,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3315,17,0,0,0,3332,0,0,0,0,40,75,0,0,4,1,0,120,0,0,0,0,1965,8,97,810,53,348,51,3332,3,1,,,,,,,13,1,17,9,8,7,,,,,,,,,,,,,17,,,,,,0,0,-7.1,17,2,0,15,0,3676,51,343,0,0,,George Mouledoux Jr,Consultant,(504)891-4711,(504)895-6351,george@nationalcorrosion.com,INITIAL,3/8/2021,3/8/2021,7100.1-1 (Rev. 10-2018)
