DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,OFFICE_ADDRESS_STREET,OFFICE_ADDRESS_CITY,OFFICE_ADDRESS_COUNTY,OFFICE_ADDRESS_STATE,OFFICE_ADDRESS_ZIP,HQ_ADDRESS_STREET,HQ_ADDRESS_CITY,HQ_ADDRESS_COUNTY,HQ_ADDRESS_STATE,HQ_ADDRESS_ZIP,COMMODITY,STOP,OPERATOR_TYPE,MMILES_STEEL_UNP_BARE,MMILES_STEEL_UNP_COATED,MMILES_STEEL_CP_BARE,MMILES_STEEL_CP_COATED,MMILES_PLASTIC,MMILES_CI,MMILES_DI,MMILES_CU,MMILES_OTHER,MMILES_RCI,MMILES_TOTAL,NUM_SRVS_STEEL_UNP_BARE,NUM_SRVS_STEEL_UNP_COATED,NUM_SRVS_STEEL_CP_BARE,NUM_SRVS_STEEL_CP_COATED,NUM_SRVS_PLASTIC,NUM_SRVS_CI,NUM_SRVS_DI,NUM_SRVS_CU,NUM_SRVS_OTHER,NUM_SRVS_RCI,NUM_SRVCS_TOTAL,MMILES_STEEL_UNK,MMILES_STEEL_LT2IN,MMILES_STEEL_2IN_TO_4IN,MMILES_STEEL_4IN_TO_8IN,MMILES_STEEL_8IN_TO_12IN,MMILES_STEEL_GT12IN,MMILES_STEEL_TOTAL,MMILES_DI_UNK,MMILES_DI_LT2IN,MMILES_DI_2IN_TO_4IN,MMILES_DI_4IN_TO_8IN,MMILES_DI_8IN_TO_12IN,MMILES_DI_GT12IN,MMILES_DI_TOTAL,MMILES_CU_UNK,MMILES_CU_LT2IN,MMILES_CU_2IN_TO_4IN,MMILES_CU_4IN_TO_8IN,MMILES_CU_8IN_TO_12IN,MMILES_CU_GT12IN,MMILES_CU_TOTAL,MMILES_CI_WR_UNK,MMILES_CI_WR_LT2IN,MMILES_CI_WR_2IN_TO_4IN,MMILES_CI_WR_4IN_TO_8IN,MMILES_CI_WR_8IN_TO_12IN,MMILES_CI_WR_GT12IN,MMILES_CI_WR_TOTAL,MMILES_PLASTIC_UNK,MMILES_PLASTIC_LT2IN,MMILES_PLASTIC_2IN_TO_4IN,MMILES_PLASTIC_4IN_TO_8IN,MMILES_PLASTIC_8IN_TO_12IN,MMILES_PLASTIC_GT12IN,MMILES_PLASTIC_TOTAL,MMILES_PE_UNK,MMILES_PE_LT2IN,MMILES_PE_2IN_TO_4IN,MMILES_PE_4IN_TO_8IN,MMILES_PE_8IN_TO_12IN,MMILES_PE_GT12IN,MMILES_PE_TOTAL,MMILES_ABS_UNK,MMILES_ABS_LT2IN,MMILES_ABS_2IN_TO_4IN,MMILES_ABS_4IN_TO_8IN,MMILES_ABS_8IN_TO_12IN,MMILES_ABS_GT12IN,MMILES_ABS_TOTAL,MMILES_OTH_PLSTC_UNK,MMILES_OTH_PLSTC_LT2IN,MMILES_OTH_PLSTC_2IN_TO_4IN,MMILES_OTH_PLSTC_4IN_TO_8IN,MMILES_OTH_PLSTC_8IN_TO_12IN,MMILES_OTH_PLSTC_GT12IN,MMILES_OTH_PLSTC_TOTAL,MMILES_OTHER_UNK,MMILES_OTHER_LT2IN,MMILES_OTHER_2IN_TO_4IN,MMILES_OTHER_4IN_TO_8IN,MMILES_OTHER_8IN_TO_12IN,MMILES_OTHER_GT12IN,MMILES_OTHER_TOTAL,MMILES_OTHER_MATERIAL_DETAIL,MMILES_RCI_UNK,MMILES_RCI_LT2IN,MMILES_RCI_2IN_TO_4IN,MMILES_RCI_4IN_TO_8IN,MMILES_RCI_8IN_TO_12IN,MMILES_RCI_GT12IN,MMILES_RCI_TOTAL,MMILES_UNK_TOTAL,MMILES_LT2IN_TOTAL,MMILES_2IN_TO_4IN_TOTAL,MMILES_4IN_TO_8IN_TOTAL,MMILES_8IN_TO_12IN_TOTAL,MMILES_GT12IN_TOTAL,MMILES_PART_B2_TOTAL,AVERAGE_LENGTH,NUM_SRVS_STEEL_UNK,NUM_SRVS_STEEL_LT1IN,NUM_SRVS_STEEL_1IN_TO_2IN,NUM_SRVS_STEEL_2IN_TO_4IN,NUM_SRVS_STEEL_4IN_TO_8IN,NUM_SRVS_STEEL_GT8IN,NUM_SRVS_STEEL_TOTAL,NUM_SRVS_DI_UNK,NUM_SRVS_DI_LT1IN,NUM_SRVS_DI_1IN_TO_2IN,NUM_SRVS_DI_2IN_TO_4IN,NUM_SRVS_DI_4IN_TO_8IN,NUM_SRVS_DI_GT8IN,NUM_SRVS_DI_TOTAL,NUM_SRVS_CU_UNK,NUM_SRVS_CU_LT1IN,NUM_SRVS_CU_1IN_TO_2IN,NUM_SRVS_CU_2IN_TO_4IN,NUM_SRVS_CU_4IN_TO_8IN,NUM_SRVS_CU_GT8IN,NUM_SRVS_CU_TOTAL,NUM_SRVS_CI_WR_UNK,NUM_SRVS_CI_WR_LT1IN,NUM_SRVS_CI_WR_1IN_TO_2IN,NUM_SRVS_CI_WR_2IN_TO_4IN,NUM_SRVS_CI_WR_4IN_TO_8IN,NUM_SRVS_CI_WR_GT8IN,NUM_SRVS_CI_WR_TOTAL,NUM_SRVS_PLASTIC_UNK,NUM_SRVS_PLASTIC_LT1IN,NUM_SRVS_PLASTIC_1IN_TO_2IN,NUM_SRVS_PLASTIC_2IN_TO_4IN,NUM_SRVS_PLASTIC_4IN_TO_8IN,NUM_SRVS_PLASTIC_GT8IN,NUM_SRVS_PLASTIC_TOTAL,NUM_SRVS_PE_UNK,NUM_SRVS_PE_LT1IN,NUM_SRVS_PE_1IN_TO_2IN,NUM_SRVS_PE_2IN_TO_4IN,NUM_SRVS_PE_4IN_TO_8IN,NUM_SRVS_PE_GT8IN,NUM_SRVS_PE_TOTAL,NUM_SRVS_ABS_UNK,NUM_SRVS_ABS_LT1IN,NUM_SRVS_ABS_1IN_TO_2IN,NUM_SRVS_ABS_2IN_TO_4IN,NUM_SRVS_ABS_4IN_TO_8IN,NUM_SRVS_ABS_GT8IN,NUM_SRVS_ABS_TOTAL,NUM_SRVS_OTH_PLSTC_UNK,NUM_SRVS_OTH_PLSTC_LT1IN,NUM_SRVS_OTH_PLSTC_1IN_TO_2IN,NUM_SRVS_OTH_PLSTC_2IN_TO_4IN,NUM_SRVS_OTH_PLSTC_4IN_TO_8IN,NUM_SRVS_OTH_PLSTC_GT8IN,NUM_SRVS_OTH_PLSTC_TOTAL,NUM_SRVS_OTHER_UNK,NUM_SRVS_OTHER_LT1IN,NUM_SRVS_OTHER_1IN_TO_2IN,NUM_SRVS_OTHER_2IN_TO_4IN,NUM_SRVS_OTHER_4IN_TO_8IN,NUM_SRVS_OTHER_GT8IN,NUM_SRVS_OTHER_TOTAL,NUM_SRVS_OTHER_MATERIAL_DETAIL,NUM_SRVS_RCI_UNK,NUM_SRVS_RCI_LT1IN,NUM_SRVS_RCI_1IN_TO_2IN,NUM_SRVS_RCI_2IN_TO_4IN,NUM_SRVS_RCI_4IN_TO_8IN,NUM_SRVS_RCI_GT8IN,NUM_SRVS_RCI_TOTAL,NUM_SRVS_UNK_TOTAL,NUM_SRVS_LT1IN_TOTAL,NUM_SRVS_1IN_TO_2IN_TOTAL,NUM_SRVS_2IN_TO_4IN_TOTAL,NUM_SRVS_4IN_TO_8IN_TOTAL,NUM_SRVS_GT8IN_TOTAL,NUM_SRVS_PART_B3_TOTAL,MMILES_BY_DCD_UNK,MMILES_BY_DCD_PRE1940,MMILES_BY_DCD_1940_TO_1949,MMILES_BY_DCD_1950_TO_1959,MMILES_BY_DCD_1960_TO_1969,MMILES_BY_DCD_1970_TO_1979,MMILES_BY_DCD_1980_TO_1989,MMILES_BY_DCD_1990_TO_1999,MMILES_BY_DCD_2000_TO_2009,MMILES_BY_DCD_2010_TO_2019,MMILES_BY_DCD_2020_TO_2029,MMILES_BY_DCD_TOTAL,NUM_SRVS_BY_DCD_UNK,NUM_SRVS_BY_DCD_PRE1940,NUM_SRVS_BY_DCD_1940_TO_1949,NUM_SRVS_BY_DCD_1950_TO_1959,NUM_SRVS_BY_DCD_1960_TO_1969,NUM_SRVS_BY_DCD_1970_TO_1979,NUM_SRVS_BY_DCD_1980_TO_1989,NUM_SRVS_BY_DCD_1990_TO_1999,NUM_SRVS_BY_DCD_2000_TO_2009,NUM_SRVS_BY_DCD_2010_TO_2019,NUM_SRVS_BY_DCD_2020_TO_2029,NUM_SRVS_BY_DCD_TOTAL,TOTAL_LEAKS_COR_MAINS,TOTAL_LEAKS_NF_MAINS,TOTAL_LEAKS_EX_MAINS,TOTAL_LEAKS_OF_DAM_MAINS,TOTAL_LEAKS_MAT_WELD_MAINS,TOTAL_LEAKS_EQ_MAINS,TOTAL_LEAKS_OP_MAINS,TOTAL_LEAKS_OT_MAINS,TOTAL_LEAKS_COR_SRVS,TOTAL_LEAKS_NF_SRVS,TOTAL_LEAKS_EX_SRVS,TOTAL_LEAKS_OF_DAM_SRVS,TOTAL_LEAKS_MAT_WELD_SRVS,TOTAL_LEAKS_EQ_SRVS,TOTAL_LEAKS_OP_SRVS,TOTAL_LEAKS_OT_SRVS,TOTAL_HAZLEAKS_COR_MAINS,TOTAL_HAZLEAKS_NF_MAINS,TOTAL_HAZLEAKS_EX_MAINS,TOTAL_HAZLEAKS_OF_DAM_MAINS,TOTAL_HAZLEAKS_MAT_WELD_MAINS,TOTAL_HAZLEAKS_EQ_MAINS,TOTAL_HAZLEAKS_OP_MAINS,TOTAL_HAZLEAKS_OT_MAINS,TOTAL_HAZLEAKS_COR_SRVS,TOTAL_HAZLEAKS_NF_SRVS,TOTAL_HAZLEAKS_EX_SRVS,TOTAL_HAZLEAKS_OF_DAM_SRVS,TOTAL_HAZLEAKS_MAT_WELD_SRVS,TOTAL_HAZLEAKS_EQ_SRVS,TOTAL_HAZLEAKS_OP_SRVS,TOTAL_HAZLEAKS_OT_SRVS,KNOWN_LEAKS,FED_LAND_LEAKS_REPAIRED,PERCENT_UNACC_GAS,EXCAV_DAMAGES,EXCAV_ONECALL,EXCAV_LOCATING,EXCAV_EXCAV,EXCAV_OTHER,EXCAV_TICKETS,EFV_INSTALLED_CY,EFV_IN_SYSTEM,SHUTOFF_VALVE_INSTALLED_CY,SHUTOFF_VALVE_IN_SYSTEM,ADDITIONAL_INFORMATION,PREPARERS_NAME,PREPARERS_TITLE,PREPARERS_PHONE,PREPARERS_FAX,PREPARERS_EMAIL,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
3/1/2022,2018,20191026,38483,11480,"LIBERTY MUNICIPLE SYSTEM, TOWN OF",2210 Jefferson Ave,NEW ORLEANS,,LA,70115,BOX 301,LIBERTY,,MS,39645,Natural Gas,MS,Municipal Owned,0,0,0,43,2,0,0,0,0,0,45,0,0,0,339,10,0,0,0,0,0,349,0,24,19,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26,19,0,0,0,45,10,0,339,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,341,7,0,0,0,349,45,0,0,0,0,0,0,0,0,0,,45,349,0,0,0,0,0,0,0,0,0,,349,,,,,,,,,,,,,12,5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,183,0,0,0,0,,George Mouledoux Jr,Consultant,(504)891-4711,(504)895-6351,george@nationalcorrosion.com,INITIAL,3/15/2019,3/15/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20190582,38015,11520,"LINDEN NATURAL GAS SYSTEM, TOWN OF",216 E main st P.O. BOX 46,LINDEN,,TN,37096,216 E MAIN STREET,LINDEN,,TN,37096,Natural Gas,TN,Municipal Owned,0,0,0,31,148,0,0,0,0,0,179,0,0,0,357,1050,0,0,0,0,0,1407,0,13,18,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,76,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,85,94,0,0,0,179,290,0,354,3,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,41,0,0,0,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1363,44,0,0,0,1407,0,0,0,0,12,13,14,87,16,37,,179,0,0,0,0,275,100,113,112,570,237,,1407,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,0,0,6.6,1,1,,,,382,32,223,0,0,,Eric Hickerson,operator,(931)589-2736,,erichick99@gmail.com,INITIAL,3/12/2019,3/12/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20190530,37958,11529,LINEVILLE NATURAL GAS SYSTEM,28847 US HIGHWAY 136,UNIONVILLE,,MO,63565,PO BOX 180,LINEVILLE,,IA,50147,Natural Gas,IA,Municipal Owned,0,0,0,5.767,1.068,0,0,0,0,0,6.835,0,0,0,71,92,0,0,0,0,0,163,0,5.757,0,0,0,0,5.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.068,0,0,0,0,1.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6.825,0,0,0,0,6.825,60,0,71,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,162,1,0,0,0,163,0,0,0,0,5.757,0.78,0.12,0.16,0.008,0,,6.825,0,0,0,0,131,0,7,9,9,7,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,54,1,11,0,0,,Anthony Everette,VP - Engineering,(660)947-3316,(660)947-3146,aeverette@usdi.us,INITIAL,3/11/2019,3/11/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20199161,37162,11536,LINTON MUNICIPAL GAS,111 OSBORNE AVE,PITTSBORO,,IN,46167,86 SOUTH MAIN STREET,LINTON,,IN,47441,Natural Gas,IN,Municipal Owned,0,0,0,3.524,65.472,0,0,0,0,0,68.996,0,0,0,11,2661,0,0,0,0,0,2672,0,3,0,0.687,0,0,3.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.386,28.086,0,0,0,65.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,40.386,28.086,0.687,0,0,69.159,30,0,0,8,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2658,1,2,0,0,2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2658,9,5,0,0,2672,0,0,0,0,0,3.524,35.698,28,1,0.775,,68.997,0,0,0,0,0,0,2102,352,105,113,,2672,,,,,,,,,1,,2,5,20,10,,,,,,,,,,,,,2,5,,,,,0,0,1.27,2,2,0,0,0,1429,3,86,2,3,,Andrew Brittenham,Engineer,(660)988-6288,(317)892-4729,abrittenham@usdi.us,INITIAL,2/1/2019,2/1/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20199220,38795,11560,"LITTLE RIVER MUNICIPAL SYSTEM, CITY OF",125 Main St. P.O. Box 126,Little River,Rice,KS,67457,125 MAIN ST,LITTLE RIVER,,KS,67457,Natural Gas,KS,Municipal Owned,0,0,0.04,3,1.82,0,0,0,0,0,4.86,0,0,2,251,63,0,0,0,0,0,316,0,2.04,1,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0.75,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3.11,1.75,0,0,0,4.86,90,0,0,253,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,61,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,314,0,0,0,316,0.04,0,0,0,2.5,1.5,0,0,0.07,0.75,,4.86,2,0,0,0,250,46,0,0,8,10,,316,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,72,1,25,0,0,,Sue Peters,agent,(620) 897-6260,(620) 897-6207,cityoflr@lrmutual.com,SUPPLEMENTAL,2/7/2019,5/6/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20191146,38694,11576,"LIVE OAK GAS DEPT, CITY OF",101 S.E White Ave,Live Oak,Suwannee,FL,32064,101 SE WHITE AVE,LIVE OAK,,FL,32064,Natural Gas,FL,Municipal Owned,,,,32,16.31,0,0,0,0,0,48.31,,,,1208,273,0,0,0,0,0,1481,0,16,16,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.31,0,0,0,0,16.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,32.31,16,0,0,0,48.31,75,0,1197,8,0,0,0,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,11,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1459,19,0,0,0,1478,0,0,0,0,30,2,10,4,1.36,0.95,,48.31,0,0,0,0,1186,142,156,0,0,0,,1484,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,0,0,7.6,0,0,0,0,,535,1,29,0,1,,Andy Townsend,Public Works Director,(386)362-2276,,atownsend@cityofliveoak.org,INITIAL,4/8/2019,4/8/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20190705,38147,11595,"LIVINGSTON UTILITIES BOARD, CITY OF",P O Drawer W,Livingston,,AL,35470,P.O. DRAWER W,LIVINGSTON,,AL,35470,Natural Gas,AL,Municipal Owned,0,0,0,25.5,19,4.4,0,0,0,0,48.9,0,0,0,59,433,0,0,0,111,0,603,0,0,0,25.5,0,0,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,4.4,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,23.4,25.5,0,0,48.9,200,0,59,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,0,0,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,111,Galvanized,0,0,0,0,0,0,0,0,603,0,0,0,0,603,0,0,0,28.9,1,1,2,3,1,12.2,,49.1,0,0,0,65,50,65,97,195,116,15,,603,2,,,,,,,,2,,,,,,,,0,,,,,,,,0,,,,,,,,0,0,2.37,0,0,0,0,0,180,0,10,0,1,,James Dial,operator,(205) 652-2505,(205) 652-9772,birdjac@yahoo.com,INITIAL,3/13/2019,3/13/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20190507,37934,11600,LIVINGSTON GAS DEPARTMENT,301 McHenry Circle,Livingston,,TN,38570,301 MCHENRY CIRCLE,LIVINGSTON,,TN,38570,Natural Gas,TN,Municipal Owned,0,0,0,44.2,40.9,0,0,0,0,0,85.1,0,0,0,744,1084,0,0,0,0,0,1828,0,0,44.2,0,0,0,44.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40.7,0,0,0,40.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.2,84.9,0,0,0,85.1,0,0,643,101,0,0,0,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,5,0,0,0,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1722,106,0,0,0,1828,44,0,0,0,0,0,0,0,40.3,0.8,,85.1,504,0,0,0,0,0,0,1028,170,127,,1829,2,0,1,1,0,1,0,0,1,0,1,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,0,1,0,1,1178,20,111,0,0,,Sheree Jolley,agent,(931) 823-1269,(931) 823-7362,livingstoncityhall@comcast.net,INITIAL,3/11/2019,3/11/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20190996,38917,11604,"LIVINGSTON, TOWN OF",2210 Jefferson Ave,NEW ORLEANS,,LA,70115,"20550 CIRCLE DRIVE, P.O. BOX 430",LIVINGSTON,,LA,70754,Natural Gas,LA,Municipal Owned,0,0,0,3,58,0,0,0,0,0,61,0,0,0,27,814,0,0,0,0,0,841,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,28,0,0,0,61,20,0,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,1,0,0,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,840,1,0,0,0,841,0,0,0,0,0,17,0,9,20,15,,61,0,0,0,0,0,493,41,8,45,254,,841,,,7,,1,,,,,,1,,3,6,,,,,,,,,,,,,,,,,,,0,0,9,8,0,7,1,0,950,17,66,0,0,,George Mouledoux Jr,operator,(504)891-4711,(504)895-6351,george@nationalcorrosion.com,SUPPLEMENTAL,3/15/2019,7/9/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20199219,37239,11606,"LIVONIA, VILLAGE OF",3111 LA HWY 78 P.O. Box 307,Livonia,,LA,70755,3111 LA HWY 78,LIVONIA,,LA,70755,Natural Gas,LA,Municipal Owned,0,0,0,3,7,0,0,0,0,0,10,0,0,0,150,267,0,0,0,0,0,417,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,0,0,0,0,10,15,0,150,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,4,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,413,4,0,0,0,417,9,0,0,0,0,0,0,0,0.5,0.5,,10,348,0,0,0,0,0,0,0,38,31,,417,,,,,1,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,1,0,2,0,0,0,0,0,182,2,56,0,0,,Town of Livonia,agent,(225) 637-2981,(225) 637-3189,clerklivonia@yahoo.com,INITIAL,2/7/2019,2/7/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20190290,38761,11624,LOBELVILLE GAS CO,55 S Main St,LOBELVILLE,PERRY,TN,37097,P.O. BOX 369,LOBELVILLE,,TN,37097,Natural Gas,TN,Municipal Owned,0,0,0,0,39.2,0,0,0,0,0,39.2,0,0,0,0,344,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2,16,0,0,0,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23.2,16,0,0,0,39.2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,22,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,322,22,0,0,0,344,12.95,0,0,0,0,0,0,16.25,0,10,,39.2,322,0,0,0,0,0,0,0,0,22,,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,317,4,26,0,0,,Cristal Odom,agent,(931) 593-2285,(931) 593-2279,cityoflobelvilleodom@tds.net,SUPPLEMENTAL,3/4/2019,4/30/2019,7100.1-1 (Rev. 10-2018)
3/1/2022,2018,20190676,38116,11652,LOGAN TOWNSHIP GAS USERS ASSOC INC,17818 NORTH STATE HWY. 109,SCRANTON,logan,AR,72863,P.O. BOX 355,SCRANTON,,AR,72863,Natural Gas,AR,Cooperative,,0.02,0.02,0.01,7,0,0,0,0,0,7.05,,10,69,,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,79,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,79,0,0,0,0,79,0,0,0,0,0,0,0,0,0,7.05,,7.05,0,0,0,0,0,0,0,0,0,79,,79,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,2,1,,Tracy Rogers,Operator,(479)938-2833,,rogersp71@yahoo.com,INITIAL,3/13/2019,3/13/2019,7100.1-1 (Rev. 10-2018)
